ลำดับ,ชื่อชุดการแสดง,words,match_sources
61,การแสดงโขนเรื่องรามเกียรติ์ ตอน  ศึกแสงอาทิตย์,"กองทัพ, ทศกัณฐ์, ประทาน, พญาขร, พระพรหม, พระราม, พิเภก, มังกรกัณฐ์, รามเกียรติ์, อนุชา, อาวุธ, แว่นแก้วสุรกานต์, แสงอาทิตย์, โอรส",กองทัพ:desc_exact; ทศกัณฐ์:desc_exact; ประทาน:desc_exact; พญาขร:desc_exact; พระพรหม:desc_exact; พระราม:desc_exact; พิเภก:desc_exact; มังกรกัณฐ์:desc_exact; รามเกียรติ์:name_exact; อนุชา:desc_exact; อาวุธ:desc_exact; แว่นแก้วสุรกานต์:desc_exact; แสงอาทิตย์:name_exact; โอรส:desc_exact
62,การแสดงโขนเรื่องรามเกียรติ์ ตอน  นารายณ์ปราบนนทก,"กราบทูล, นนทก, นิ้วเพชร, ประทาน, พระนารายณ์, พระศิวะ, พระองค์, พระอิศวร, มีฤทธิ์, รับใช้, รามเกียรติ์, เขาไกลลาศ, เข้าเฝ้า, เชิงบันได, เทวดา",กราบทูล:desc_exact; นนทก:name_exact; นิ้วเพชร:desc_exact; ประทาน:desc_exact; พระนารายณ์:desc_exact; พระศิวะ:desc_exact; พระองค์:desc_exact; พระอิศวร:desc_exact; มีฤทธิ์:desc_exact; รับใช้:desc_exact; รามเกียรติ์:name_exact; เขาไกลลาศ:desc_exact; เข้าเฝ้า:desc_exact; เชิงบันได:desc_exact; เทวดา:desc_exact
63,การแสดงโขนเรื่องรามเกียรติ์ ตอน นางลอย,"กรุงลงกา, กองทัพ, จำแลง, ทศกัณฐ์, ทำนาย, นางสีดา, พระราม, พลับพลา, พิเภก, รามเกียรติ์, สงคราม, สะเดาะ, สะเดาะเคราะห์, เบญกาย, แม่น้ำ",กรุงลงกา:desc_exact; กองทัพ:desc_exact; จำแลง:desc_exact; ทศกัณฐ์:desc_exact; ทำนาย:desc_exact; นางสีดา:desc_exact; พระราม:desc_exact; พลับพลา:desc_exact; พิเภก:desc_exact; รามเกียรติ์:name_exact; สงคราม:desc_exact; สะเดาะ:desc_exact; สะเดาะเคราะห์:desc_exact; เบญกาย:desc_exact; แม่น้ำ:desc_exact
64,การแสดงโขนเรื่องรามเกียรติ์ ตอน ขับพิเภก,"กรุงลงกา, กลายร่าง, การศึก, จุดไฟ, ติดมือ, ทำนาย, น้ำมันยาง, ปราชัย, พิเภก, รับใช้, รามเกียรติ์, สะเดาะ, สำมนักขา, ไฟไหม้, ไส้กะลา",กรุงลงกา:desc_exact; กลายร่าง:desc_exact; การศึก:desc_exact; จุดไฟ:desc_exact; ติดมือ:desc_exact; ทำนาย:desc_exact; น้ำมันยาง:desc_exact; ปราชัย:desc_exact; พิเภก:name_exact; รับใช้:desc_exact; รามเกียรติ์:name_exact; สะเดาะ:desc_exact; สำมนักขา:desc_exact; ไฟไหม้:desc_exact; ไส้กะลา:desc_exact
65,การแสดงโขนเรื่องรามเกียรติ์ ตอน พาลีสอนน้อง,"ขีดขิน, นักษัตร, ผู้ครองนคร, พระมหากษัตริย์, พระราม, พาลี, รับใช้, รามเกียรติ์, สมมุติเทพ, สุครีพ, หลักราชการ, อนุชา",ขีดขิน:desc_exact; นักษัตร:desc_exact; ผู้ครองนคร:desc_exact; พระมหากษัตริย์:desc_exact; พระราม:desc_exact; พาลี:name_exact; รับใช้:desc_exact; รามเกียรติ์:name_exact; สมมุติเทพ:desc_exact; สุครีพ:desc_exact; หลักราชการ:desc_exact; อนุชา:desc_exact
66,กราววีรชัยยักษ์,"กราววีรชัยลิง, กองทัพ, จัดทัพ, รามเกียรติ์",กราววีรชัยลิง:name_fuzzy; กองทัพ:desc_exact; จัดทัพ:desc_exact; รามเกียรติ์:desc_exact
67,การแสดงโขนเรื่องรามเกียรติ์ ตอน  หนุมานชาญสมร,"กรุงลงกา, กุณฑล, ขนเพชร, จำกาย, ทหารเอก, นางสวาหะ, ประทาน, ฝากตัว, พระนารายณ์, พระพาย, พระศิวะ, พระองค์, รามเกียรติ์, วานร, หนุมาน",กรุงลงกา:desc_exact; กุณฑล:desc_exact; ขนเพชร:desc_exact; จำกาย:desc_exact; ทหารเอก:desc_exact; นางสวาหะ:desc_exact; ประทาน:desc_exact; ฝากตัว:desc_exact; พระนารายณ์:desc_exact; พระพาย:desc_exact; พระศิวะ:desc_exact; พระองค์:desc_exact; รามเกียรติ์:name_exact; วานร:desc_exact; หนุมาน:name_exact
68,การแสดงโขนเรื่องรามเกียรติ์ ตอน พระรามตามกวาง,"กลอุบาย, กวางทอง, กากนาสูร, ทศกัณฐ์, นางสีดา, พระยา, พระราชบัญชา, พระราม, มารีศ, รามเกียรติ์, แปลงกาย",กลอุบาย:desc_exact; กวางทอง:desc_exact; กากนาสูร:desc_exact; ทศกัณฐ์:desc_exact; นางสีดา:desc_exact; พระยา:desc_exact; พระราชบัญชา:desc_exact; พระราม:name_exact; มารีศ:desc_exact; รามเกียรติ์:name_exact; แปลงกาย:desc_exact
69,การแสดงโขนเรื่องรามเกียรติ์ ตอน กุมภกรรณพุ่งหอกโมกขศักดิ์,"กรุงลงกา, การศึก, กุมภกรรณ, ขับไล่, ทศกัณฐ์, นางสีดา, พระพรหม, พระราม, มีฤทธิ์, รามเกียรติ์, สงคราม, สิ้นชีพ, หอกโมกขศักดิ์, อนุชา, อาสา",กรุงลงกา:desc_exact; การศึก:desc_exact; กุมภกรรณ:name_exact; ขับไล่:desc_exact; ทศกัณฐ์:desc_exact; นางสีดา:desc_exact; พระพรหม:desc_exact; พระราม:desc_exact; มีฤทธิ์:desc_exact; รามเกียรติ์:name_exact; สงคราม:desc_exact; สิ้นชีพ:desc_exact; หอกโมกขศักดิ์:name_exact; อนุชา:desc_exact; อาสา:desc_exact
70,การแสดงโขนเรื่องรามเกียรติ์ ตอน ศึกวิรุญมุข,"ข่ายเหล็ก, ชามพูวราช, ทำพิธี, พลลิง, มังกรกัณฐ์, รับอาสา, รามเกียรติ์, วิรุญจำบัง, วิรุญมุข, ศรนาคบาศ, สมรภูมิ, หนุมาน, อาสา, เดินอากาศ, โอรส",ข่ายเหล็ก:desc_exact; ชามพูวราช:desc_exact; ทำพิธี:desc_exact; พลลิง:desc_exact; มังกรกัณฐ์:desc_exact; รับอาสา:desc_exact; รามเกียรติ์:name_exact; วิรุญจำบัง:desc_exact; วิรุญมุข:name_exact; ศรนาคบาศ:desc_exact; สมรภูมิ:desc_exact; หนุมาน:desc_exact; อาสา:desc_exact; เดินอากาศ:desc_exact; โอรส:desc_exact
71,การแสดงโขนเรื่องรามเกียรติ์ ตอน พระคเณศเสียงา,"กิจจะ, ตัวพระ, นักษัตร, ปรศุราม, ปารวตี, พระคเณศ, พระตำหนัก, พระนารายณ์, พระศิวะ, พระองค์, พระอิศวร, รามเกียรติ์, อวตาร, เขาไกรลาส, เข้าเฝ้า",กิจจะ:desc_exact; ตัวพระ:desc_exact; นักษัตร:desc_exact; ปรศุราม:desc_exact; ปารวตี:desc_exact; พระคเณศ:name_exact; พระตำหนัก:desc_exact; พระนารายณ์:desc_exact; พระศิวะ:desc_exact; พระองค์:desc_exact; พระอิศวร:desc_exact; รามเกียรติ์:name_exact; อวตาร:desc_exact; เขาไกรลาส:desc_exact; เข้าเฝ้า:desc_exact
72,การแสดงโขนเรื่องรามเกียรติ์ ตอน ลักสีดา,"กรุงลงกา, กวางทอง, จำกาย, ทศกัณฐ์, นางสีดา, พระราม, พระลักษมณ์, มารีศ, รามเกียรติ์, ฤาษี, สำมนักขา, แกล้งทำ, ได้ยิน",กรุงลงกา:desc_exact; กวางทอง:desc_exact; จำกาย:desc_exact; ทศกัณฐ์:desc_exact; นางสีดา:desc_exact; พระราม:desc_exact; พระลักษมณ์:desc_exact; มารีศ:desc_exact; รามเกียรติ์:name_exact; ฤาษี:desc_exact; สำมนักขา:desc_exact; แกล้งทำ:desc_exact; ได้ยิน:desc_exact
73,การแสดงโขนเรื่องรามเกียรติ์ ตอน ศึกพรหมาสตร์,"กราบทูล, กองทัพ, กาลสูร, ช้างเอราวัณ, ทำพิธี, นางฟ้า, พรหมาสตร์, พระอินทร์, มังกรกัณฐ์, รามเกียรติ์, รุทการ, สังหาร, สิ้นชีวิต, แปลงกาย, แปลงตัว",กราบทูล:desc_exact; กองทัพ:desc_exact; กาลสูร:desc_exact; ช้างเอราวัณ:desc_exact; ทำพิธี:desc_exact; นางฟ้า:desc_exact; พรหมาสตร์:name_exact; พระอินทร์:desc_exact; มังกรกัณฐ์:desc_exact; รามเกียรติ์:name_exact; รุทการ:desc_exact; สังหาร:desc_exact; สิ้นชีวิต:desc_exact; แปลงกาย:desc_exact; แปลงตัว:desc_exact
74,การแสดงโขนเรื่องรามเกียรติ์ ตอน ศึกวิรุญจำบัง,"กรุงลงกา, คู่ใจ, นักษัตร, นางสีดา, มารดา, รัชฎา, รับอาสา, รามเกียรติ์, วานร, วิรุญจำบัง, สมทบ, สัทธาสูร, หายตัว, อาสา, โอรส",กรุงลงกา:desc_exact; คู่ใจ:desc_exact; นักษัตร:desc_exact; นางสีดา:desc_exact; มารดา:desc_exact; รัชฎา:desc_exact; รับอาสา:desc_exact; รามเกียรติ์:name_exact; วานร:desc_exact; วิรุญจำบัง:name_exact; สมทบ:desc_exact; สัทธาสูร:desc_exact; หายตัว:desc_exact; อาสา:desc_exact; โอรส:desc_exact
75,การแสดงโขนเรื่องรามเกียรติ์ ตอน สามจับ,"กลอุบาย, กุมภกรรณ, ต่อสู้, ต้นรัง, ถอยทัพ, รามเกียรติ์, สุครีพ, หนุมาน, หมดแรง, องคต, ออกอุบาย",กลอุบาย:desc_fuzzy; กุมภกรรณ:desc_exact; ต่อสู้:desc_exact; ต้นรัง:desc_exact; ถอยทัพ:desc_exact; รามเกียรติ์:name_exact; สุครีพ:desc_exact; หนุมาน:desc_fuzzy; หมดแรง:desc_exact; องคต:desc_exact; ออกอุบาย:desc_exact
76,กินนรีร่อนออกมโนราห์บูชายัญ,"กระบวนท่ารำ, กินรี, นางกินรี, บูชายัญ, มโนราห์, ละครชาตรี, สระอโนดาต, เล่นน้ำ",กระบวนท่ารำ:desc_exact; กินรี:desc_exact; นางกินรี:desc_exact; บูชายัญ:name_exact; มโนราห์:name_exact; ละครชาตรี:desc_exact; สระอโนดาต:desc_exact; เล่นน้ำ:desc_exact
77,เมขลา รามสูร,"ดวงแก้ว, ตำนาน, ทะเล, นางฟ้า, รามสูร, ฤดูฝน, วสันตฤดู, อสูร, เดินทาง, เทพธิดา, เทพนิยาย, เทพบุตร, เทวดา, เมขลา",ดวงแก้ว:desc_exact; ตำนาน:desc_exact; ทะเล:desc_exact; นางฟ้า:desc_exact; รามสูร:name_exact; ฤดูฝน:desc_exact; วสันตฤดู:desc_exact; อสูร:name_fuzzy; เดินทาง:desc_exact; เทพธิดา:desc_exact; เทพนิยาย:desc_exact; เทพบุตร:desc_exact; เทวดา:desc_exact; เมขลา:name_exact
78,การแสดงโขนเรื่องรามเกียรติ์ ตอน สุครีพถอนต้นรัง,"กุมภกรรณ, ต้นรัง, ถอยทัพ, ทศกัณฐ์, ทัพหน้า, พลับพลา, รามเกียรติ์, สุครีพ, หนุมาน, หมดแรง, องคต, อนุชา, ออกศึก, ออกอุบาย, เชษฐา",กุมภกรรณ:desc_exact; ต้นรัง:name_exact; ถอยทัพ:desc_exact; ทศกัณฐ์:desc_exact; ทัพหน้า:desc_exact; พลับพลา:desc_exact; รามเกียรติ์:name_exact; สุครีพ:name_exact; หนุมาน:desc_fuzzy; หมดแรง:desc_exact; องคต:desc_exact; อนุชา:desc_exact; ออกศึก:desc_exact; ออกอุบาย:desc_exact; เชษฐา:desc_exact
79,ระบำชุดไทยพระราชนิยม,"ฉลองพระองค์, บทร้อง, พระบรมราชชนนีพันปีหลวง, พระองค์, ไทยจักรพรรดิ์, ไทยจักรี, ไทยจิตรลดา, ไทยดุสิต, ไทยบรมพิมาน, ไทยศิวาลัย, ไทยอมรินทร์, ไทยเรือนต้น",ฉลองพระองค์:desc_exact; บทร้อง:desc_exact; พระบรมราชชนนีพันปีหลวง:desc_exact; พระองค์:desc_exact; ไทยจักรพรรดิ์:desc_exact; ไทยจักรี:desc_exact; ไทยจิตรลดา:desc_exact; ไทยดุสิต:desc_exact; ไทยบรมพิมาน:desc_exact; ไทยศิวาลัย:desc_exact; ไทยอมรินทร์:desc_exact; ไทยเรือนต้น:desc_exact
80,รจนาเสี่ยงพวงมาลัย,"นางเอก, บทละคร, บุปเพสันนิวาส, พระสังข์, พระเอก, พวงมาลัย, รจนา, รูปทอง, รูปนอก, สวามี, สังข์ทอง, เจ้าหญิง, เจ้าเงาะ, แกล้งทำ, แปลงตัว",นางเอก:desc_exact; บทละคร:desc_exact; บุปเพสันนิวาส:desc_exact; พระสังข์:desc_exact; พระเอก:desc_exact; พวงมาลัย:name_exact; รจนา:name_exact; รูปทอง:desc_exact; รูปนอก:desc_exact; สวามี:desc_exact; สังข์ทอง:desc_exact; เจ้าหญิง:desc_exact; เจ้าเงาะ:desc_exact; แกล้งทำ:desc_exact; แปลงตัว:desc_exact
81,ระบำกรับ,"กรับพวง, ดนตรีพื้นบ้าน, ดนตรีไทย, ต้นขา, ทำนอง, ท่วงทำนอง, ฝ่ามือ, มือขวา, เครื่องดนตรีพื้นบ้าน, เครื่องดนตรีพื้นเมือง, เพลงไทย",กรับพวง:desc_exact; ดนตรีพื้นบ้าน:desc_exact; ดนตรีไทย:desc_exact; ต้นขา:desc_exact; ทำนอง:desc_exact; ท่วงทำนอง:desc_exact; ฝ่ามือ:desc_exact; มือขวา:desc_exact; เครื่องดนตรีพื้นบ้าน:desc_exact; เครื่องดนตรีพื้นเมือง:desc_exact; เพลงไทย:desc_exact
82,ระบำกินรีร่อน,"กินรี, ทำนอง, ท่วงทำนอง, สระอโนดาต, เขาไกรลาส, เพลงไทย, เล่นน้ำ",กินรี:name_exact; ทำนอง:desc_exact; ท่วงทำนอง:desc_exact; สระอโนดาต:desc_exact; เขาไกรลาส:desc_exact; เพลงไทย:desc_exact; เล่นน้ำ:desc_fuzzy
83,ระบำนพรัตน์,"ทับทิม, บุษราคัม, มรกต, อัญมณี, เพทาย, โกเมน, ไพฑูรย์",ทับทิม:desc_exact; บุษราคัม:desc_exact; มรกต:desc_exact; อัญมณี:desc_exact; เพทาย:desc_exact; โกเมน:desc_exact; ไพฑูรย์:desc_exact
84,ระบำศรีชยสิงห์,"กาญจนบุรี, จารึก, นางอัปสราบายน, บุรี, ปราสาทพระขรรค์, ปราสาทเมืองสิงห์, พระเจ้าชัยวรมัน, ภาพจำหลัก, ริมแม่น้ำ, แควน้อย, แม่น้ำ",กาญจนบุรี:desc_exact; จารึก:desc_exact; นางอัปสราบายน:desc_exact; บุรี:desc_exact; ปราสาทพระขรรค์:desc_exact; ปราสาทเมืองสิงห์:desc_exact; พระเจ้าชัยวรมัน:desc_exact; ภาพจำหลัก:desc_exact; ริมแม่น้ำ:desc_exact; แควน้อย:desc_exact; แม่น้ำ:desc_exact
85,รำซัดชาตรี,"ดนตรีพื้นบ้าน, ดนตรีไทย, ตารี, ทำนอง, ท่วงทำนอง, ผู้แสดงฝ่ายชาย, ผู้แสดงฝ่ายหญิง, รำคู่, ละครชาตรี, เบิกโรง, ไหว้ครู",ดนตรีพื้นบ้าน:desc_exact; ดนตรีไทย:desc_exact; ตารี:name_fuzzy; ทำนอง:desc_exact; ท่วงทำนอง:desc_exact; ผู้แสดงฝ่ายชาย:desc_exact; ผู้แสดงฝ่ายหญิง:desc_exact; รำคู่:desc_exact; ละครชาตรี:desc_exact; เบิกโรง:desc_exact; ไหว้ครู:desc_exact
86,ระบำกฤดาภินิหาร,"กรมศิลปากร, การสอน, นางฟ้า, บทร้อง, ยมะ, ศุภลักษณ์, สากล, เกียรติศักดิ์ไทย, เทวดา",กรมศิลปากร:desc_exact; การสอน:desc_exact; นางฟ้า:desc_exact; บทร้อง:desc_exact; ยมะ:desc_exact; ศุภลักษณ์:desc_exact; สากล:desc_exact; เกียรติศักดิ์ไทย:desc_exact; เทวดา:desc_exact
87,ระบำเทพบันเทิง,"ระบำมาตรฐาน, รำมาตรฐาน, ละครใน, องค์ปะตาระกาหลา, อิเหนา, เทพธิดา, เทพบุตร, แต่งกายยืนเครื่องพระ",ระบำมาตรฐาน:desc_exact; รำมาตรฐาน:desc_fuzzy; ละครใน:desc_exact; องค์ปะตาระกาหลา:desc_exact; อิเหนา:desc_exact; เทพธิดา:desc_exact; เทพบุตร:desc_exact; แต่งกายยืนเครื่องพระ:desc_exact
88,ระบำดาวดึงส์,"จับระบำ, ดาวดึงส์, ทิพยวิมาน, พระอินทร์, ระบำมาตรฐาน, รำมาตรฐาน, ละครดึกดำบรรพ์, สังข์ทอง, เทพธิดา, เทพบุตร, แต่งกายยืนเครื่องพระ",จับระบำ:desc_exact; ดาวดึงส์:name_exact; ทิพยวิมาน:desc_exact; พระอินทร์:desc_exact; ระบำมาตรฐาน:desc_exact; รำมาตรฐาน:desc_fuzzy; ละครดึกดำบรรพ์:desc_exact; สังข์ทอง:desc_exact; เทพธิดา:desc_exact; เทพบุตร:desc_exact; แต่งกายยืนเครื่องพระ:desc_exact
89,การแสดงโขนเรื่องรามเกียรติ์ ตอน ศึกสัทธาสูร,"ขี่ม้า, ข่ายเพชร, จนตาย, บอกทาง, ฟองน้ำ, ภูเขา, รามเกียรติ์, วานร, วิรุญจำบัง, ศรพาลจันทร์, สัทธาสูร, หนุมาน, หลบหนี, อาวุธ, เขาสัตภัณฑ์",ขี่ม้า:desc_exact; ข่ายเพชร:desc_exact; จนตาย:desc_exact; บอกทาง:desc_exact; ฟองน้ำ:desc_exact; ภูเขา:desc_exact; รามเกียรติ์:name_exact; วานร:desc_exact; วิรุญจำบัง:desc_exact; ศรพาลจันทร์:desc_exact; สัทธาสูร:name_exact; หนุมาน:desc_exact; หลบหนี:desc_exact; อาวุธ:desc_exact; เขาสัตภัณฑ์:desc_exact
90,ระบำวิชนี,"ทำนอง, ทำนองเพลง, นางใน, บทร้อง, มือขวา, ราชสำนัก, วิชนี, หญิงสาว, เพลงไทย",ทำนอง:desc_exact; ทำนองเพลง:desc_exact; นางใน:desc_exact; บทร้อง:desc_exact; มือขวา:desc_exact; ราชสำนัก:desc_exact; วิชนี:name_exact; หญิงสาว:desc_exact; เพลงไทย:desc_exact
91,รำฝรั่งคู่,"จีนรัว, จีนรำพัด, ตะเขิ่ง, ทำนอง, ทำนองเพลง, รำคู่, รำพัด, เจ้าเซ็น, เพลงฉิ่ง, เพลงฝรั่งรำเท้า, เพลงเร็ว, เพลงไทย, แต่งกายยืนเครื่องพระ",จีนรัว:desc_exact; จีนรำพัด:desc_exact; ตะเขิ่ง:desc_exact; ทำนอง:desc_exact; ทำนองเพลง:desc_fuzzy; รำคู่:desc_exact; รำพัด:desc_exact; เจ้าเซ็น:desc_exact; เพลงฉิ่ง:desc_exact; เพลงฝรั่งรำเท้า:desc_exact; เพลงเร็ว:desc_exact; เพลงไทย:desc_exact; แต่งกายยืนเครื่องพระ:desc_exact
92,รำพลายชุมพล,"ขุนช้าง, ขุนแผน, ทำนอง, ทำนองเพลง, พระไวย, พลายชุมพล, รำเดี่ยว, ละครเสภา, วาจา, ออกรบ, เพลงมอญดูดาว, เพลงไทย, แก้แค้น, แตกทัพ, แต่งตัว",ขุนช้าง:desc_exact; ขุนแผน:desc_exact; ทำนอง:desc_exact; ทำนองเพลง:desc_exact; พระไวย:desc_exact; พลายชุมพล:name_exact; รำเดี่ยว:desc_exact; ละครเสภา:desc_exact; วาจา:desc_exact; ออกรบ:desc_exact; เพลงมอญดูดาว:desc_exact; เพลงไทย:desc_exact; แก้แค้น:desc_exact; แตกทัพ:desc_exact; แต่งตัว:desc_exact
93,ระบำย่องหงิด,"กระบวนท่ารำ, คำร้อง, จับระบำ, ทำนองเพลง, นางฟ้า, พี่เลี้ยง, ย่องหงิด, ละครใน, วาดรูป, ศุภลักษณ์, อาสา, อุณรุท, เทพธิดา, เทวดา, เพลงไทย",กระบวนท่ารำ:desc_exact; คำร้อง:desc_exact; จับระบำ:desc_exact; ทำนองเพลง:desc_exact; นางฟ้า:desc_exact; พี่เลี้ยง:desc_exact; ย่องหงิด:name_exact; ละครใน:desc_exact; วาดรูป:desc_exact; ศุภลักษณ์:desc_exact; อาสา:desc_exact; อุณรุท:desc_exact; เทพธิดา:desc_exact; เทวดา:desc_exact; เพลงไทย:desc_exact
94,ระบำฉิ่ง,"ดนตรีพื้นบ้าน, ดนตรีไทย, ทำนอง, ท่วงทำนอง, รัวฉิ่ง, เครื่องดนตรีพื้นบ้าน, เครื่องดนตรีพื้นเมือง, เพลงไทย",ดนตรีพื้นบ้าน:desc_exact; ดนตรีไทย:desc_exact; ทำนอง:desc_exact; ท่วงทำนอง:desc_exact; รัวฉิ่ง:desc_exact; เครื่องดนตรีพื้นบ้าน:desc_exact; เครื่องดนตรีพื้นเมือง:desc_exact; เพลงไทย:desc_exact
95,ระบำทวารวดี,"จิตรกรรม, ดนตรีพื้นบ้าน, ดนตรีไทย, ประติมากรรม, พุทธศตวรรษ, สมัยทวารวดี, เสียงดนตรี, โบราณวัตถุ",จิตรกรรม:desc_exact; ดนตรีพื้นบ้าน:desc_exact; ดนตรีไทย:desc_exact; ประติมากรรม:desc_exact; พุทธศตวรรษ:desc_exact; สมัยทวารวดี:desc_exact; เสียงดนตรี:desc_exact; โบราณวัตถุ:desc_exact
96,ระบำเซียงแสน,"จิตรกรรม, ดนตรีพื้นบ้าน, ดนตรีไทย, ปูนปั้น, พุทธศตวรรษ, ภาคตะวันออกเฉียงเหนือ, ภาคเหนือ, ภาพจิตรกรรมฝาผนัง, เสียงดนตรี, โบราณสถาน",จิตรกรรม:desc_exact; ดนตรีพื้นบ้าน:desc_exact; ดนตรีไทย:desc_exact; ปูนปั้น:desc_exact; พุทธศตวรรษ:desc_exact; ภาคตะวันออกเฉียงเหนือ:desc_exact; ภาคเหนือ:desc_exact; ภาพจิตรกรรมฝาผนัง:desc_exact; เสียงดนตรี:desc_exact; โบราณสถาน:desc_exact
97,รำมโนห์ราบูชายัญ,"กองไฟ, บินหนี, บูชายัญ, มโนห์รา, เขาไกรลาส",กองไฟ:desc_exact; บินหนี:desc_exact; บูชายัญ:name_exact; มโนห์รา:name_exact; เขาไกรลาส:desc_exact
98,รำเบิกโรงดอกไม้เงินทอง,"ดอกไม้, ดอกไม้เงิน, ทำนอง, ทำนองเพลง, บทร้อง, พระบาทสมเด็จพระจอมเกล้าเจ้าอยู่หัว, พระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัว, มือขวา, มือซ้าย, ละครใน, เบิกโรง, เพลงไทย, แต่งกายยืนเครื่องพระ",ดอกไม้:name_exact; ดอกไม้เงิน:name_exact; ทำนอง:desc_exact; ทำนองเพลง:desc_exact; บทร้อง:desc_exact; พระบาทสมเด็จพระจอมเกล้าเจ้าอยู่หัว:desc_exact; พระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัว:desc_fuzzy; มือขวา:desc_exact; มือซ้าย:desc_exact; ละครใน:desc_exact; เบิกโรง:name_exact; เพลงไทย:desc_exact; แต่งกายยืนเครื่องพระ:desc_exact
99,หนุมานจับนางสุพรรณมัจฉา,"กระบวนท่ารำ, กรุงลงกา, กองทัพ, การเกี้ยวพาราสี, จับนาง, นางสีดา, บริวาร, พระราม, มหาสมุทร, รามเกียรติ์, วานร, สุพรรณมัจฉา, หนุมาน, เดินทาง",กระบวนท่ารำ:desc_fuzzy; กรุงลงกา:desc_exact; กองทัพ:desc_fuzzy; การเกี้ยวพาราสี:desc_exact; จับนาง:name_exact; นางสีดา:desc_exact; บริวาร:desc_exact; พระราม:desc_fuzzy; มหาสมุทร:desc_exact; รามเกียรติ์:desc_exact; วานร:desc_exact; สุพรรณมัจฉา:name_exact; หนุมาน:name_exact; เดินทาง:desc_exact
100,ระบำลพบุรี,"ดนตรีพื้นบ้าน, ดนตรีไทย, ทับหลัง, นครราชสีมา, บุรี, บุรีรัมย์, ประติมากรรม, ปราสาทพนมรุ้ง, ปราสาทหินพิมาย, พุทธศตวรรษ, สมัยลพบุรี, หน้าบัน",ดนตรีพื้นบ้าน:desc_exact; ดนตรีไทย:desc_exact; ทับหลัง:desc_exact; นครราชสีมา:desc_exact; บุรี:name_exact; บุรีรัมย์:desc_exact; ประติมากรรม:desc_exact; ปราสาทพนมรุ้ง:desc_exact; ปราสาทหินพิมาย:desc_exact; พุทธศตวรรษ:desc_exact; สมัยลพบุรี:desc_exact; หน้าบัน:desc_exact
101,รำแม่บท,"กระบวนท่ารำ, บทร้อง, รำมาตรฐาน, แต่งกายยืนเครื่องพระ, แม่บท",กระบวนท่ารำ:desc_exact; บทร้อง:desc_exact; รำมาตรฐาน:desc_exact; แต่งกายยืนเครื่องพระ:desc_exact; แม่บท:name_exact
102,ฉุยฉายเบญกาย,"ฉุยฉาย, ทศกัณฐ์, นางสีดา, พระราม, รามเกียรติ์, สงคราม, เบญกาย, แปลงกาย",ฉุยฉาย:name_exact; ทศกัณฐ์:desc_exact; นางสีดา:desc_exact; พระราม:desc_exact; รามเกียรติ์:desc_exact; สงคราม:desc_exact; เบญกาย:name_exact; แปลงกาย:desc_exact
103,ฉุยฉายทศกัณฐ์ลงสวน,"กรุงลงกา, ฉุยฉาย, ทศกัณฐ์, นางสีดา, พวงมาลัย, มือขวา, รามเกียรติ์",กรุงลงกา:desc_exact; ฉุยฉาย:name_exact; ทศกัณฐ์:name_exact; นางสีดา:desc_exact; พวงมาลัย:desc_exact; มือขวา:desc_exact; รามเกียรติ์:desc_exact
104,ระบำพรหมาสตร์,"กองทัพ, การุณราช, ช้างเอราวัณ, ทศกัณฐ์, นางฟ้า, พรหมาสตร์, พระลักษมณ์, พระอินทร์, รามเกียรติ์, วานร, อินทรชิต, เทวดา, แปลงกาย, แปลงตัว, โอรส",กองทัพ:desc_exact; การุณราช:desc_exact; ช้างเอราวัณ:desc_exact; ทศกัณฐ์:desc_exact; นางฟ้า:desc_exact; พรหมาสตร์:name_exact; พระลักษมณ์:desc_exact; พระอินทร์:desc_exact; รามเกียรติ์:desc_exact; วานร:desc_exact; อินทรชิต:desc_exact; เทวดา:desc_exact; แปลงกาย:desc_exact; แปลงตัว:desc_exact; โอรส:desc_exact
105,ระบำสุโขทัย,"งานประติมากรรม, ดนตรีพื้นบ้าน, ดนตรีไทย, ประติมากรรม, ปางลีลา, ปูนปั้น, พระพุทธรูป, พุทธศตวรรษ, สมัยสุโขทัย, หล่อสำริด",งานประติมากรรม:desc_fuzzy; ดนตรีพื้นบ้าน:desc_exact; ดนตรีไทย:desc_exact; ประติมากรรม:desc_exact; ปางลีลา:desc_exact; ปูนปั้น:desc_exact; พระพุทธรูป:desc_exact; พุทธศตวรรษ:desc_exact; สมัยสุโขทัย:desc_exact; หล่อสำริด:desc_exact
106,หนุมานจับนางเบญกาย,"จับนาง, ทศกัณฐ์, นางสีดา, พระราม, ยักษิณี, รามเกียรติ์, ลอยน้ำ, วานร, หนุมาน, หลบหนี, เบญกาย",จับนาง:name_exact; ทศกัณฐ์:desc_exact; นางสีดา:desc_exact; พระราม:desc_exact; ยักษิณี:desc_exact; รามเกียรติ์:desc_exact; ลอยน้ำ:desc_exact; วานร:desc_exact; หนุมาน:name_exact; หลบหนี:desc_exact; เบญกาย:name_exact
