ลำดับ,ชื่อชุดการแสดง,words,match_sources
40,ฟ้อนดวงเดือน,"การเกี้ยวพาราสี, คำร้อง, ชายหนุ่ม, ตามเพลง, ทำนอง, นักษัตร, พระนิพนธ์, วานร, สำเนียง, หญิงสาว, เทพเจ้า, เพลงสำเนียงลาว, เพลงอัตราจังหวะสองชั้น, เพลงไทย",การเกี้ยวพาราสี:desc_exact; คำร้อง:desc_exact; ชายหนุ่ม:desc_exact; ตามเพลง:desc_fuzzy; ทำนอง:desc_exact; นักษัตร:desc_fuzzy; พระนิพนธ์:desc_exact; วานร:desc_fuzzy; สำเนียง:desc_exact; หญิงสาว:desc_exact; เทพเจ้า:desc_fuzzy; เพลงสำเนียงลาว:desc_fuzzy; เพลงอัตราจังหวะสองชั้น:desc_exact; เพลงไทย:desc_exact
41,รำสีนวล,"การขับร้อง, กุลสตรี, ขับร้อง, ตารี, บทร้อง, พระลักษมณ์, เกราะลอ, เพลงไทย",การขับร้อง:desc_fuzzy; กุลสตรี:desc_exact; ขับร้อง:desc_exact; ตารี:desc_fuzzy; บทร้อง:desc_fuzzy; พระลักษมณ์:desc_fuzzy; เกราะลอ:desc_fuzzy; เพลงไทย:desc_exact
42,ฟ้อนเทียน,"กลางคืน, กะลา, จุดไฟ, ชาวเหนือ, ทำนองเพลง, ภาคกลาง, ภาคเหนือ, สากล, หญิงสาว, อินเดีย, เคลื่อนไหว, เพลงไทย, เวที",กลางคืน:desc_exact; กะลา:desc_fuzzy; จุดไฟ:desc_exact; ชาวเหนือ:desc_fuzzy; ทำนองเพลง:desc_fuzzy; ภาคกลาง:desc_fuzzy; ภาคเหนือ:desc_exact; สากล:desc_fuzzy; หญิงสาว:desc_exact; อินเดีย:name_fuzzy; เคลื่อนไหว:desc_exact; เพลงไทย:desc_exact; เวที:name_fuzzy
43,ฟ้อนมาลัย,"กรมศิลปากร, ข้าหลวง, ชั้นเดียว, ดอกไม้, ทำนอง, ทำนองเพลง, พญาผานอง, พระชายา, พระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัว, ละครพันทาง, สำเนียง, เจ้าดารารัศมี, เชียงใหม่, เพลงสำเนียงลาว, โรงละครแห่งชาติ",กรมศิลปากร:desc_exact; ข้าหลวง:desc_exact; ชั้นเดียว:desc_exact; ดอกไม้:desc_exact; ทำนอง:desc_exact; ทำนองเพลง:desc_exact; พญาผานอง:desc_exact; พระชายา:desc_exact; พระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัว:desc_exact; ละครพันทาง:desc_exact; สำเนียง:desc_exact; เจ้าดารารัศมี:desc_exact; เชียงใหม่:desc_exact; เพลงสำเนียงลาว:desc_exact; โรงละครแห่งชาติ:desc_exact
44,ฟ้อนรัก,"ท้าวพิชัยพิษณุกร, นางรื่น, นางโรย, นายขวัญ, นายแก้ว, บทร้อง, พระนิพนธ์, พระพี่เลี้ยง, พระราชธิดา, พระลอ, พระเจ้าบรมวงศ์เธอกรมพระนราธิปประพันธ์พงศ์, พระเพื่อน, พระแพง, พี่เลี้ยง, ละครพันทาง",ท้าวพิชัยพิษณุกร:desc_exact; นางรื่น:desc_exact; นางโรย:desc_exact; นายขวัญ:desc_exact; นายแก้ว:desc_exact; บทร้อง:desc_exact; พระนิพนธ์:desc_exact; พระพี่เลี้ยง:desc_exact; พระราชธิดา:desc_exact; พระลอ:desc_exact; พระเจ้าบรมวงศ์เธอกรมพระนราธิปประพันธ์พงศ์:desc_exact; พระเพื่อน:desc_exact; พระแพง:desc_exact; พี่เลี้ยง:desc_exact; ละครพันทาง:desc_exact
45,ฟ้อนผาง,"จุดไฟ, ชาวพื้นเมือง, ชาวเหนือ, ธงไทย, ผางประทีป, ภาคเหนือ, ภาชนะดินเผา, มวยโบราณ, มโนราห์, ล้านนา, โบราณสถาน",จุดไฟ:desc_exact; ชาวพื้นเมือง:desc_exact; ชาวเหนือ:desc_fuzzy; ธงไทย:desc_fuzzy; ผางประทีป:desc_exact; ภาคเหนือ:desc_exact; ภาชนะดินเผา:desc_exact; มวยโบราณ:desc_fuzzy; มโนราห์:desc_fuzzy; ล้านนา:desc_exact; โบราณสถาน:desc_fuzzy
46,กระทบสากหรือกระทบไม้,"กระทบไม้, กระทุ้ง, การละเล่นพื้นเมือง, กิจวัตร, ธงไทย, พระจันทร์, ภาคอีสาน, วานร, สากตำข้าว, สากล, สุรินทร์, อีสาน, เครื่องประกอบจังหวะ, เครื่องแบบ, เต้นสาก",กระทบไม้:name_exact; กระทุ้ง:name_fuzzy; การละเล่นพื้นเมือง:desc_exact; กิจวัตร:desc_exact; ธงไทย:desc_fuzzy; พระจันทร์:desc_exact; ภาคอีสาน:desc_exact; วานร:desc_fuzzy; สากตำข้าว:desc_exact; สากล:name_fuzzy; สุรินทร์:desc_exact; อีสาน:desc_exact; เครื่องประกอบจังหวะ:desc_exact; เครื่องแบบ:desc_fuzzy; เต้นสาก:desc_exact
47,เซิ้งโปงลาง,"การเกี้ยวพาราสี, งานรื่นเริง, ชายหนุ่ม, ดนตรีพื้นบ้าน, ดนตรีไทย, ตารี, ผู้แสดงฝ่ายชาย, ผู้แสดงฝ่ายหญิง, วานร, หญิงสาว, เครื่องดนตรีตะวันตก, เครื่องดนตรีพื้นบ้าน, เครื่องดนตรีพื้นเมือง, เครื่องแบบ, โปงลาง",การเกี้ยวพาราสี:desc_fuzzy; งานรื่นเริง:desc_fuzzy; ชายหนุ่ม:desc_exact; ดนตรีพื้นบ้าน:desc_exact; ดนตรีไทย:desc_exact; ตารี:desc_fuzzy; ผู้แสดงฝ่ายชาย:desc_fuzzy; ผู้แสดงฝ่ายหญิง:desc_fuzzy; วานร:desc_fuzzy; หญิงสาว:desc_exact; เครื่องดนตรีตะวันตก:desc_fuzzy; เครื่องดนตรีพื้นบ้าน:desc_exact; เครื่องดนตรีพื้นเมือง:desc_exact; เครื่องแบบ:desc_fuzzy; โปงลาง:name_exact
48,ฟ้อนเล็บ,"ขับร้อง, ชาวเหนือ, ตามเพลง, ต้นรัง, ทำนองเพลง, ธงไทย, บทร้อง, พลลิง, ภาคเหนือ, สีทอง, เพลงกลม, เพลงไทย",ขับร้อง:desc_fuzzy; ชาวเหนือ:desc_fuzzy; ตามเพลง:desc_fuzzy; ต้นรัง:desc_fuzzy; ทำนองเพลง:desc_fuzzy; ธงไทย:desc_fuzzy; บทร้อง:desc_exact; พลลิง:desc_fuzzy; ภาคเหนือ:desc_exact; สีทอง:desc_exact; เพลงกลม:desc_fuzzy; เพลงไทย:desc_exact
49,เซิ้งสวิง,"กระบวนท่ารำ, การจับปลา, การทอ, ชาวพื้นเมือง, ดนตรีพื้นบ้าน, ดนตรีไทย, ตารี, ทางธรรมชาติ, ผู้แสดงฝ่ายชาย, ผู้แสดงฝ่ายหญิง, ภาคตะวันออกเฉียงเหนือ, สัตว์น้ำ, หญิงสาว, หยอกล้อ, เครื่องแบบ",กระบวนท่ารำ:desc_fuzzy; การจับปลา:desc_exact; การทอ:desc_fuzzy; ชาวพื้นเมือง:desc_fuzzy; ดนตรีพื้นบ้าน:desc_exact; ดนตรีไทย:desc_fuzzy; ตารี:desc_fuzzy; ทางธรรมชาติ:desc_exact; ผู้แสดงฝ่ายชาย:desc_fuzzy; ผู้แสดงฝ่ายหญิง:desc_fuzzy; ภาคตะวันออกเฉียงเหนือ:desc_exact; สัตว์น้ำ:desc_exact; หญิงสาว:desc_fuzzy; หยอกล้อ:desc_exact; เครื่องแบบ:desc_fuzzy
50,ฟ้อนภูไท,"กาฬสินธุ์, งานรื่นเริง, ชาวพื้นเมือง, ชาวภูไท, นครพนม, นักษัตร, มุกดาหาร, สกลนคร, สากล, สายสืบ, อาสา, เคลื่อนไหว, เทือกเขาภูพาน, แม่น้ำ, แม่น้ำโขง",กาฬสินธุ์:desc_exact; งานรื่นเริง:desc_fuzzy; ชาวพื้นเมือง:desc_exact; ชาวภูไท:name_fuzzy; นครพนม:desc_exact; นักษัตร:desc_fuzzy; มุกดาหาร:desc_exact; สกลนคร:desc_exact; สากล:desc_fuzzy; สายสืบ:desc_exact; อาสา:desc_fuzzy; เคลื่อนไหว:desc_exact; เทือกเขาภูพาน:desc_exact; แม่น้ำ:desc_exact; แม่น้ำโขง:desc_exact
51,ฟ้อนสาวไหม,"การทอ, ชาวเหนือ, ดนตรีพื้นบ้าน, ดนตรีไทย, ตารี, ทอผ้า, น้องสาว, ผ้าไหม, พื้นบ้านภาคใต้, ภาคเหนือ, สะล้อ, เครื่องดนตรีพื้นบ้าน, เครื่องดนตรีพื้นเมือง, เครื่องแบบ, เพลงไทย",การทอ:desc_exact; ชาวเหนือ:desc_fuzzy; ดนตรีพื้นบ้าน:desc_exact; ดนตรีไทย:desc_exact; ตารี:desc_fuzzy; ทอผ้า:desc_exact; น้องสาว:name_fuzzy; ผ้าไหม:desc_exact; พื้นบ้านภาคใต้:desc_fuzzy; ภาคเหนือ:desc_exact; สะล้อ:desc_exact; เครื่องดนตรีพื้นบ้าน:desc_exact; เครื่องดนตรีพื้นเมือง:desc_fuzzy; เครื่องแบบ:desc_fuzzy; เพลงไทย:desc_exact
52,ระบำเก็บใบชา,"กลับบ้าน, การละเล่นพื้นเมือง, การเก็บใบชา, งานรื่นเริง, จับระบำ, ชาวพื้นเมือง, ชาวเขา, ธงไทย, ผึ่งแดด, ผู้แสดงฝ่ายหญิง, ภาคเหนือ, วานร, ออกเดินทาง, เดินทาง, ใบชา",กลับบ้าน:desc_exact; การละเล่นพื้นเมือง:desc_exact; การเก็บใบชา:name_fuzzy; งานรื่นเริง:desc_fuzzy; จับระบำ:name_fuzzy; ชาวพื้นเมือง:name_fuzzy; ชาวเขา:desc_exact; ธงไทย:desc_fuzzy; ผึ่งแดด:desc_exact; ผู้แสดงฝ่ายหญิง:desc_fuzzy; ภาคเหนือ:desc_exact; วานร:desc_fuzzy; ออกเดินทาง:desc_exact; เดินทาง:desc_exact; ใบชา:name_exact
53,เซิ้งกระติบข้าว,"กระบวนท่ารำ, การดีด, การปั้น, ข้าวเหนียว, ข้าหลวง, งานรื่นเริง, ชาวพื้นเมือง, ชาวภูไท, ตารี, นางรื่น, ผู้แสดงฝ่ายหญิง, รังควาญ, หญิงสาว, อาสา, อาหาร",กระบวนท่ารำ:desc_fuzzy; การดีด:desc_exact; การปั้น:desc_exact; ข้าวเหนียว:desc_exact; ข้าหลวง:name_fuzzy; งานรื่นเริง:desc_fuzzy; ชาวพื้นเมือง:name_fuzzy; ชาวภูไท:desc_exact; ตารี:desc_fuzzy; นางรื่น:desc_fuzzy; ผู้แสดงฝ่ายหญิง:desc_fuzzy; รังควาญ:desc_fuzzy; หญิงสาว:desc_exact; อาสา:desc_fuzzy; อาหาร:desc_exact
54,เซิ้งตังหวาย,"กะลา, การขับร้อง, ขับร้อง, ขับลำ, ดนตรีพื้นบ้าน, ดนตรีไทย, ตารี, ธงไทย, บทร้อง, ลำตังหวาย, ลำนำ, เต้นสาก, แม่น้ำ, แม่น้ำโขง",กะลา:desc_fuzzy; การขับร้อง:desc_exact; ขับร้อง:desc_exact; ขับลำ:desc_exact; ดนตรีพื้นบ้าน:desc_exact; ดนตรีไทย:desc_exact; ตารี:desc_fuzzy; ธงไทย:desc_fuzzy; บทร้อง:desc_fuzzy; ลำตังหวาย:name_fuzzy; ลำนำ:desc_exact; เต้นสาก:desc_fuzzy; แม่น้ำ:desc_exact; แม่น้ำโขง:desc_exact
55,เซิ้งไทภูเขา,"ขอขมา, ชาวพื้นเมือง, ชาวภูไท, นางเอก, ผีภู, ภูเขา, ย่านาง, หน่อไม้, อาหาร, เจ้าที่เจ้าทาง, เดินทาง, เทพเจ้า, เทือกเขาภูพาน, เมขลา, ไทภูเขา",ขอขมา:desc_exact; ชาวพื้นเมือง:desc_exact; ชาวภูไท:desc_exact; นางเอก:desc_fuzzy; ผีภู:desc_exact; ภูเขา:name_exact; ย่านาง:desc_exact; หน่อไม้:desc_exact; อาหาร:desc_exact; เจ้าที่เจ้าทาง:desc_exact; เดินทาง:desc_exact; เทพเจ้า:desc_fuzzy; เทือกเขาภูพาน:desc_exact; เมขลา:name_fuzzy; ไทภูเขา:name_exact
56,ฟ้อนหมากกั๊บแก๊บลำเพลิน,"การขับร้อง, ขับร้อง, ชาวพื้นเมือง, ดนตรีพื้นบ้าน, ดนตรีไทย, ฟันปลา, ภาคอีสาน, ลำเพลิน, หมากกั๊บแก๊บ, หยอกล้อ, อีสาน, เครื่องดนตรีพื้นเมือง, เพลงไทย, ไม้ยาว, ไม้สั้น",การขับร้อง:desc_exact; ขับร้อง:desc_exact; ชาวพื้นเมือง:desc_exact; ดนตรีพื้นบ้าน:desc_exact; ดนตรีไทย:desc_exact; ฟันปลา:desc_exact; ภาคอีสาน:desc_exact; ลำเพลิน:name_exact; หมากกั๊บแก๊บ:name_exact; หยอกล้อ:desc_exact; อีสาน:desc_exact; เครื่องดนตรีพื้นเมือง:desc_exact; เพลงไทย:name_fuzzy; ไม้ยาว:desc_exact; ไม้สั้น:desc_exact
57,กราววีรชัยยักษ์,"กระบวนท่ารำ, กราววีรชัยลิง, กองทัพ, จัดทัพ, รังควาญ, รามเกียรติ์, วาจา, เกียรติศักดิ์ไทย, เต้นสาก",กระบวนท่ารำ:desc_fuzzy; กราววีรชัยลิง:name_fuzzy; กองทัพ:desc_exact; จัดทัพ:desc_exact; รังควาญ:desc_fuzzy; รามเกียรติ์:desc_exact; วาจา:desc_fuzzy; เกียรติศักดิ์ไทย:desc_fuzzy; เต้นสาก:desc_fuzzy
58,กราววีรชัยลิง,"กราววีรชัยลิง, กองทัพ, การต่อสู้, การรบ, ความคล่องแคล่ว, ต่อสู้, พระยา, พระราม, พลลิง, รามเกียรติ์, วานร, สิบแปดมงกุฎ, องคต, อสูร, อาหาร",กราววีรชัยลิง:name_exact; กองทัพ:desc_exact; การต่อสู้:desc_exact; การรบ:desc_fuzzy; ความคล่องแคล่ว:desc_exact; ต่อสู้:desc_exact; พระยา:desc_fuzzy; พระราม:desc_exact; พลลิง:name_fuzzy; รามเกียรติ์:desc_exact; วานร:desc_exact; สิบแปดมงกุฎ:desc_exact; องคต:desc_fuzzy; อสูร:desc_fuzzy; อาหาร:desc_fuzzy
59,การแสดงโขนเรื่องรามเกียรติ์ ตอน  จองถนน,"กราบทูล, กรุงลงกา, ขีดขิน, จองถนน, ชามพูวราช, บรรพต, พลลิง, พลวานร, รามเกียรติ์, วานร, วิดน้ำ, สำเภา, อาสา, เมืองชมพู, ไพร่พล",กราบทูล:desc_exact; กรุงลงกา:desc_exact; ขีดขิน:desc_exact; จองถนน:name_exact; ชามพูวราช:desc_exact; บรรพต:desc_exact; พลลิง:desc_exact; พลวานร:desc_exact; รามเกียรติ์:name_exact; วานร:desc_exact; วิดน้ำ:desc_exact; สำเภา:desc_exact; อาสา:desc_exact; เมืองชมพู:desc_exact; ไพร่พล:desc_exact
60,การแสดงโขนเรื่องรามเกียรติ์ ตอน  นารายณ์ปราบนนทก,"กราบทูล, นนทก, นิ้วเพชร, ประทาน, พระนารายณ์, พระศิวะ, พระองค์, พระอิศวร, มีฤทธิ์, รับใช้, รามเกียรติ์, เขาไกลลาศ, เข้าเฝ้า, เชิงบันได, เทวดา",กราบทูล:desc_exact; นนทก:name_exact; นิ้วเพชร:desc_exact; ประทาน:desc_exact; พระนารายณ์:name_fuzzy; พระศิวะ:desc_exact; พระองค์:desc_exact; พระอิศวร:desc_exact; มีฤทธิ์:desc_exact; รับใช้:desc_exact; รามเกียรติ์:name_exact; เขาไกลลาศ:desc_exact; เข้าเฝ้า:desc_exact; เชิงบันได:desc_exact; เทวดา:desc_exact
61,การแสดงโขนเรื่องรามเกียรติ์ ชุดยกรบ,"กรุงลงกา, กองทัพ, การขึ้นลอย, การรบ, การสอน, ชั้นเชิง, ทศกัณฐ์, พระราม, พระลักษมณ์, พลวานร, รามเกียรติ์, วานร, สงคราม, อาวุธ, ไพร่พล",กรุงลงกา:desc_exact; กองทัพ:desc_exact; การขึ้นลอย:desc_exact; การรบ:name_fuzzy; การสอน:name_fuzzy; ชั้นเชิง:desc_exact; ทศกัณฐ์:desc_exact; พระราม:desc_exact; พระลักษมณ์:desc_exact; พลวานร:desc_exact; รามเกียรติ์:name_exact; วานร:desc_exact; สงคราม:desc_exact; อาวุธ:desc_exact; ไพร่พล:desc_exact
62,ฟ้อนภูไท 3 เผ่า,"การเกี้ยวพาราสี, กาฬสินธุ์, ชาวพื้นเมือง, ชาวภูไท, ต่อสู้, นครพนม, ปางลีลา, ผู้แสดงฝ่ายหญิง, มวยโบราณ, มวยไทย, วานร, สกลนคร, สากล, เชิงมวย, เทือกเขาภูพาน",การเกี้ยวพาราสี:desc_exact; กาฬสินธุ์:desc_exact; ชาวพื้นเมือง:desc_exact; ชาวภูไท:desc_exact; ต่อสู้:desc_exact; นครพนม:desc_exact; ปางลีลา:desc_fuzzy; ผู้แสดงฝ่ายหญิง:desc_fuzzy; มวยโบราณ:desc_exact; มวยไทย:desc_exact; วานร:desc_fuzzy; สกลนคร:desc_exact; สากล:desc_fuzzy; เชิงมวย:desc_exact; เทือกเขาภูพาน:desc_exact
63,การแสดงโขนเรื่องรามเกียรติ์ ตอน  ศึกแสงอาทิตย์,"กองทัพ, การสอน, ทศกัณฐ์, ประทาน, พญาขร, พระพรหม, พระราม, พิเภก, มังกรกัณฐ์, รามเกียรติ์, อนุชา, อาวุธ, แว่นแก้วสุรกานต์, แสงอาทิตย์, โอรส",กองทัพ:desc_exact; การสอน:name_fuzzy; ทศกัณฐ์:desc_exact; ประทาน:desc_exact; พญาขร:desc_exact; พระพรหม:desc_exact; พระราม:desc_exact; พิเภก:desc_exact; มังกรกัณฐ์:desc_exact; รามเกียรติ์:name_exact; อนุชา:desc_exact; อาวุธ:desc_exact; แว่นแก้วสุรกานต์:desc_exact; แสงอาทิตย์:name_exact; โอรส:desc_exact
64,การแสดงโขนเรื่องรามเกียรติ์ ตอน กุมภกรรณพุ่งหอกโมกขศักดิ์,"กรุงลงกา, การศึก, กุมภกรรณ, ขับไล่, นางสีดา, พระพรหม, พระราม, มัยราพณ์, มีฤทธิ์, รามเกียรติ์, สิ้นชีพ, หอกโมกขศักดิ์, อนุชา, อาสา, อุปราช",กรุงลงกา:desc_exact; การศึก:desc_exact; กุมภกรรณ:name_exact; ขับไล่:desc_exact; นางสีดา:desc_exact; พระพรหม:desc_exact; พระราม:desc_exact; มัยราพณ์:desc_exact; มีฤทธิ์:desc_exact; รามเกียรติ์:name_exact; สิ้นชีพ:desc_exact; หอกโมกขศักดิ์:name_exact; อนุชา:desc_exact; อาสา:desc_exact; อุปราช:desc_exact
65,การแสดงโขนเรื่องรามเกียรติ์ ตอน  หนุมานชาญสมร,"กรุงลงกา, กุณฑล, ขนเพชร, จำกาย, ทหารเอก, นางสวาหะ, ประทาน, ฝากตัว, พระนารายณ์, พระพาย, พระศิวะ, พระองค์, รามเกียรติ์, วานร, หนุมาน",กรุงลงกา:desc_exact; กุณฑล:desc_exact; ขนเพชร:desc_exact; จำกาย:desc_exact; ทหารเอก:desc_exact; นางสวาหะ:desc_exact; ประทาน:desc_exact; ฝากตัว:desc_exact; พระนารายณ์:desc_exact; พระพาย:desc_exact; พระศิวะ:desc_exact; พระองค์:desc_exact; รามเกียรติ์:name_exact; วานร:desc_exact; หนุมาน:name_exact
66,การแสดงโขนเรื่องรามเกียรติ์ ตอน พาลีสอนน้อง,"การรบ, การสอน, การไถ, ขีดขิน, น้องสาว, ผู้ครองนคร, พระมหากษัตริย์, พระราม, พาลี, รับใช้, รามเกียรติ์, สมมุติเทพ, สุครีพ, หลักราชการ, อนุชา",การรบ:name_fuzzy; การสอน:name_fuzzy; การไถ:name_fuzzy; ขีดขิน:desc_exact; น้องสาว:name_fuzzy; ผู้ครองนคร:desc_exact; พระมหากษัตริย์:desc_exact; พระราม:desc_exact; พาลี:name_exact; รับใช้:desc_exact; รามเกียรติ์:name_exact; สมมุติเทพ:desc_exact; สุครีพ:desc_exact; หลักราชการ:desc_exact; อนุชา:desc_exact
67,การแสดงโขนเรื่องรามเกียรติ์ ตอน พระรามตามกวาง,"กลอุบาย, กากนาสูร, การทอ, การรบ, การสอน, การไถ, ทศกัณฐ์, นางสีดา, พระพรหม, พระยา, พระราชบัญชา, พระราม, มารีศ, รามเกียรติ์, แปลงกาย",กลอุบาย:desc_exact; กากนาสูร:desc_exact; การทอ:name_fuzzy; การรบ:name_fuzzy; การสอน:name_fuzzy; การไถ:name_fuzzy; ทศกัณฐ์:desc_exact; นางสีดา:desc_exact; พระพรหม:name_fuzzy; พระยา:name_fuzzy; พระราชบัญชา:desc_exact; พระราม:name_exact; มารีศ:desc_exact; รามเกียรติ์:name_exact; แปลงกาย:desc_exact
68,การแสดงโขนเรื่องรามเกียรติ์ ตอน ขับพิเภก,"กรุงลงกา, กลายร่าง, การศึก, จุดไฟ, ติดมือ, ทำนาย, น้ำมันยาง, ปราชัย, พิเภก, รับใช้, รามเกียรติ์, สะเดาะ, สำมนักขา, ไฟไหม้, ไส้กะลา",กรุงลงกา:desc_exact; กลายร่าง:desc_exact; การศึก:desc_exact; จุดไฟ:desc_exact; ติดมือ:desc_exact; ทำนาย:desc_exact; น้ำมันยาง:desc_exact; ปราชัย:desc_exact; พิเภก:name_exact; รับใช้:desc_exact; รามเกียรติ์:name_exact; สะเดาะ:desc_exact; สำมนักขา:desc_exact; ไฟไหม้:desc_exact; ไส้กะลา:desc_exact
69,การแสดงโขนเรื่องรามเกียรติ์ ตอน ลักสีดา,"กรุงลงกา, กวางทอง, การรบ, การสอน, การไถ, จำกาย, ทศกัณฐ์, พระราม, พระลักษมณ์, มารีศ, รามเกียรติ์, ฤาษี, สำมนักขา, แกล้งทำ, ได้ยิน",กรุงลงกา:desc_exact; กวางทอง:desc_exact; การรบ:name_fuzzy; การสอน:name_fuzzy; การไถ:name_fuzzy; จำกาย:desc_exact; ทศกัณฐ์:desc_exact; พระราม:desc_exact; พระลักษมณ์:desc_exact; มารีศ:desc_exact; รามเกียรติ์:name_exact; ฤาษี:desc_exact; สำมนักขา:desc_exact; แกล้งทำ:desc_exact; ได้ยิน:desc_exact
70,การแสดงโขนเรื่องรามเกียรติ์ ตอน พระคเณศเสียงา,"กิจจะ, ตัวพระ, ต่อสู้, ปรศุราม, ปารวตี, พระคเณศ, พระตำหนัก, พระนารายณ์, พระศิวะ, พระองค์, พระอิศวร, รามเกียรติ์, อาวุธ, เขาไกรลาส, เข้าเฝ้า",กิจจะ:desc_exact; ตัวพระ:desc_exact; ต่อสู้:desc_exact; ปรศุราม:desc_exact; ปารวตี:desc_exact; พระคเณศ:name_exact; พระตำหนัก:desc_exact; พระนารายณ์:desc_exact; พระศิวะ:desc_exact; พระองค์:desc_exact; พระอิศวร:desc_exact; รามเกียรติ์:name_exact; อาวุธ:desc_exact; เขาไกรลาส:desc_exact; เข้าเฝ้า:desc_exact
71,การแสดงโขนเรื่องรามเกียรติ์ ตอน นางลอย,"กรุงลงกา, กองทัพ, จำแลง, ทศกัณฐ์, ทำนาย, นางสีดา, พระราม, พลับพลา, พิเภก, รามเกียรติ์, สงคราม, สะเดาะ, สะเดาะเคราะห์, เบญกาย, แม่น้ำ",กรุงลงกา:desc_exact; กองทัพ:desc_exact; จำแลง:desc_exact; ทศกัณฐ์:desc_exact; ทำนาย:desc_exact; นางสีดา:desc_exact; พระราม:desc_exact; พลับพลา:desc_exact; พิเภก:desc_exact; รามเกียรติ์:name_exact; สงคราม:desc_exact; สะเดาะ:desc_exact; สะเดาะเคราะห์:desc_exact; เบญกาย:desc_exact; แม่น้ำ:desc_exact
72,การแสดงโขนเรื่องรามเกียรติ์ ตอน ศึกวิรุญมุข,"ข่ายเหล็ก, ชามพูวราช, ทำพิธี, พลลิง, มังกรกัณฐ์, รับอาสา, รามเกียรติ์, วิรุญจำบัง, วิรุญมุข, ศรนาคบาศ, สมรภูมิ, หนุมาน, อาสา, เดินอากาศ, โอรส",ข่ายเหล็ก:desc_exact; ชามพูวราช:desc_exact; ทำพิธี:desc_exact; พลลิง:desc_exact; มังกรกัณฐ์:desc_exact; รับอาสา:desc_exact; รามเกียรติ์:name_exact; วิรุญจำบัง:desc_exact; วิรุญมุข:name_exact; ศรนาคบาศ:desc_exact; สมรภูมิ:desc_exact; หนุมาน:desc_exact; อาสา:desc_exact; เดินอากาศ:desc_exact; โอรส:desc_exact
73,การแสดงโขนเรื่องรามเกียรติ์ ตอน ศึกพรหมาสตร์,"กราบทูล, กองทัพ, กาลสูร, ช้างเอราวัณ, ทำพิธี, นางฟ้า, พรหมาสตร์, พระอินทร์, มังกรกัณฐ์, รามเกียรติ์, รุทการ, สังหาร, สิ้นชีวิต, แปลงกาย, แปลงตัว",กราบทูล:desc_exact; กองทัพ:desc_exact; กาลสูร:desc_exact; ช้างเอราวัณ:desc_exact; ทำพิธี:desc_exact; นางฟ้า:desc_exact; พรหมาสตร์:name_exact; พระอินทร์:desc_exact; มังกรกัณฐ์:desc_exact; รามเกียรติ์:name_exact; รุทการ:desc_exact; สังหาร:desc_exact; สิ้นชีวิต:desc_exact; แปลงกาย:desc_exact; แปลงตัว:desc_exact
74,เมขลา รามสูร,"กาลสูร, ดวงแก้ว, ตำนาน, ทะเล, นางฟ้า, รามสูร, ฤดูฝน, วสันตฤดู, อสูร, เดินทาง, เทพธิดา, เทพนิยาย, เทพบุตร, เทวดา, เมขลา",กาลสูร:name_fuzzy; ดวงแก้ว:desc_exact; ตำนาน:desc_exact; ทะเล:desc_exact; นางฟ้า:desc_exact; รามสูร:name_exact; ฤดูฝน:desc_exact; วสันตฤดู:desc_exact; อสูร:name_fuzzy; เดินทาง:desc_exact; เทพธิดา:desc_exact; เทพนิยาย:desc_exact; เทพบุตร:desc_exact; เทวดา:desc_exact; เมขลา:name_exact
75,การแสดงโขนเรื่องรามเกียรติ์ ตอน สามจับ,"การทอ, การรบ, การสอน, การไถ, กุมภกรรณ, ต่อสู้, ต้นรัง, ถอยทัพ, รามเกียรติ์, สุครีพ, หนุมาน, หมดแรง, องคต, อสูร, ออกอุบาย",การทอ:name_fuzzy; การรบ:name_fuzzy; การสอน:name_fuzzy; การไถ:name_fuzzy; กุมภกรรณ:desc_exact; ต่อสู้:desc_exact; ต้นรัง:desc_exact; ถอยทัพ:desc_exact; รามเกียรติ์:name_exact; สุครีพ:desc_exact; หนุมาน:desc_fuzzy; หมดแรง:desc_exact; องคต:desc_exact; อสูร:desc_fuzzy; ออกอุบาย:desc_exact
76,กินนรีร่อนออกมโนราห์บูชายัญ,"กระบวนท่ารำ, กินรี, จับระบำ, ตารี, นางกินรี, นายขวัญ, บูชายัญ, มโนราห์, มโนห์รา, ละครชาตรี, สระอโนดาต, เล่นน้ำ, ใบชา",กระบวนท่ารำ:desc_exact; กินรี:name_fuzzy; จับระบำ:desc_fuzzy; ตารี:desc_fuzzy; นางกินรี:desc_exact; นายขวัญ:name_fuzzy; บูชายัญ:name_exact; มโนราห์:name_exact; มโนห์รา:name_fuzzy; ละครชาตรี:desc_exact; สระอโนดาต:desc_exact; เล่นน้ำ:desc_exact; ใบชา:name_fuzzy
