ลำดับ,ชื่อชุดการแสดง,words,match_sources
45,ฟ้อนสาวไหม,"การทอ, ชาวเหนือ, ดนตรีพื้นบ้าน, ดนตรีไทย, ตารี, ทอผ้า, ทำนองเพลง, ผ้าไหม, พื้นบ้านภาคใต้, ภาคเหนือ, สะล้อ, เครื่องดนตรีพื้นบ้าน, เครื่องดนตรีพื้นเมือง, เพลงไทย",การทอ:desc_exact; ชาวเหนือ:desc_fuzzy; ดนตรีพื้นบ้าน:desc_exact; ดนตรีไทย:desc_exact; ตารี:desc_fuzzy; ทอผ้า:desc_exact; ทำนองเพลง:desc_fuzzy; ผ้าไหม:desc_exact; พื้นบ้านภาคใต้:desc_fuzzy; ภาคเหนือ:desc_exact; สะล้อ:desc_exact; เครื่องดนตรีพื้นบ้าน:desc_exact; เครื่องดนตรีพื้นเมือง:desc_fuzzy; เพลงไทย:desc_exact
46,เซิ้งกระติบข้าว,"กระบวนท่ารำ, การดีด, การปั้น, ข้าวเหนียว, งานรื่นเริง, ชาวพื้นเมือง, ชาวภูไท, ตารี, ผู้แสดงฝ่ายหญิง, หญิงสาว, อาสา, อาหาร",กระบวนท่ารำ:desc_fuzzy; การดีด:desc_exact; การปั้น:desc_exact; ข้าวเหนียว:desc_exact; งานรื่นเริง:desc_fuzzy; ชาวพื้นเมือง:name_fuzzy; ชาวภูไท:desc_exact; ตารี:desc_fuzzy; ผู้แสดงฝ่ายหญิง:desc_fuzzy; หญิงสาว:desc_exact; อาสา:desc_fuzzy; อาหาร:desc_exact
47,กลองสะบัดชัย,"กลองสะบัดชัย, การตีกลอง, ขบวนแห่, ข้าศึก, ความคล่องแคล่ว, ชาวพื้นเมือง, ตารี, ธงไทย, พิธีทางศาสนา, ภาคเหนือ, ล้านนา, สงคราม, องคต, อสูร, ออกรบ",กลองสะบัดชัย:name_exact; การตีกลอง:desc_exact; ขบวนแห่:desc_exact; ข้าศึก:desc_exact; ความคล่องแคล่ว:desc_fuzzy; ชาวพื้นเมือง:desc_exact; ตารี:desc_fuzzy; ธงไทย:desc_fuzzy; พิธีทางศาสนา:desc_exact; ภาคเหนือ:desc_exact; ล้านนา:desc_exact; สงคราม:desc_exact; องคต:desc_fuzzy; อสูร:desc_fuzzy; ออกรบ:desc_exact
48,ฟ้อนดวงเดือน,"การเกี้ยวพาราสี, คำร้อง, ชายหนุ่ม, ทำนอง, นักษัตร, พระนิพนธ์, วานร, สำเนียง, หญิงสาว, เพลงอัตราจังหวะสองชั้น, เพลงไทย",การเกี้ยวพาราสี:desc_exact; คำร้อง:desc_exact; ชายหนุ่ม:desc_exact; ทำนอง:desc_exact; นักษัตร:desc_fuzzy; พระนิพนธ์:desc_exact; วานร:desc_fuzzy; สำเนียง:desc_exact; หญิงสาว:desc_exact; เพลงอัตราจังหวะสองชั้น:desc_exact; เพลงไทย:desc_exact
49,เซิ้งตังหวาย,"กะลา, การขับร้อง, ขับร้อง, ขับลำ, ดนตรีพื้นบ้าน, ดนตรีไทย, ตารี, ธงไทย, บทร้อง, ลำตังหวาย, ลำนำ, แม่น้ำ, แม่น้ำโขง",กะลา:desc_fuzzy; การขับร้อง:desc_exact; ขับร้อง:desc_exact; ขับลำ:desc_exact; ดนตรีพื้นบ้าน:desc_exact; ดนตรีไทย:desc_exact; ตารี:desc_fuzzy; ธงไทย:desc_fuzzy; บทร้อง:desc_fuzzy; ลำตังหวาย:name_fuzzy; ลำนำ:desc_exact; แม่น้ำ:desc_exact; แม่น้ำโขง:desc_exact
50,เซิ้งไทภูเขา,"ขอขมา, ชาวพื้นเมือง, ชาวภูไท, นางเอก, ผีภู, ภูเขา, ย่านาง, หน่อไม้, อาสา, อาหาร, เจ้าที่เจ้าทาง, เดินทาง, เทือกเขาภูพาน, เมขลา, ไทภูเขา",ขอขมา:desc_exact; ชาวพื้นเมือง:desc_exact; ชาวภูไท:desc_exact; นางเอก:desc_fuzzy; ผีภู:desc_exact; ภูเขา:name_exact; ย่านาง:desc_exact; หน่อไม้:desc_exact; อาสา:desc_fuzzy; อาหาร:desc_exact; เจ้าที่เจ้าทาง:desc_exact; เดินทาง:desc_exact; เทือกเขาภูพาน:desc_exact; เมขลา:name_fuzzy; ไทภูเขา:name_exact
51,ฟ้อนเจิง,"การต่อสู้, ชาวพื้นเมือง, ชาวเหนือ, ต่อสู้, ธงไทย, ภาคเหนือ, มือเปล่า, ล้านนา, อสูร, อาวุธ",การต่อสู้:desc_exact; ชาวพื้นเมือง:desc_exact; ชาวเหนือ:desc_fuzzy; ต่อสู้:desc_exact; ธงไทย:desc_fuzzy; ภาคเหนือ:desc_exact; มือเปล่า:desc_exact; ล้านนา:desc_exact; อสูร:desc_fuzzy; อาวุธ:desc_exact
52,ฟ้อนรัก,"ท้าวพิชัยพิษณุกร, นักษัตร, นางรื่น, นางโรย, นายขวัญ, นายแก้ว, บทร้อง, พระนิพนธ์, พระพี่เลี้ยง, พระราชธิดา, พระลอ, พระเพื่อน, พระแพง, พี่เลี้ยง, ละครพันทาง",ท้าวพิชัยพิษณุกร:desc_exact; นักษัตร:desc_exact; นางรื่น:desc_exact; นางโรย:desc_exact; นายขวัญ:desc_exact; นายแก้ว:desc_exact; บทร้อง:desc_exact; พระนิพนธ์:desc_exact; พระพี่เลี้ยง:desc_exact; พระราชธิดา:desc_exact; พระลอ:desc_exact; พระเพื่อน:desc_exact; พระแพง:desc_exact; พี่เลี้ยง:desc_exact; ละครพันทาง:desc_exact
53,กราววีรชัยยักษ์,"กระบวนท่ารำ, กราววีรชัยลิง, กองทัพ, จัดทัพ, รามเกียรติ์, วาจา, เกียรติศักดิ์ไทย",กระบวนท่ารำ:desc_fuzzy; กราววีรชัยลิง:name_fuzzy; กองทัพ:desc_exact; จัดทัพ:desc_exact; รามเกียรติ์:desc_exact; วาจา:desc_fuzzy; เกียรติศักดิ์ไทย:desc_fuzzy
54,เซิ้งโปงลาง,"การเกี้ยวพาราสี, ชายหนุ่ม, ดนตรีพื้นบ้าน, ดนตรีไทย, ตารี, ทำนอง, ผู้แสดงฝ่ายหญิง, วานร, หญิงสาว, เครื่องดนตรีพื้นบ้าน, เครื่องดนตรีพื้นเมือง, โปงลาง",การเกี้ยวพาราสี:desc_fuzzy; ชายหนุ่ม:desc_exact; ดนตรีพื้นบ้าน:desc_exact; ดนตรีไทย:desc_exact; ตารี:desc_fuzzy; ทำนอง:desc_fuzzy; ผู้แสดงฝ่ายหญิง:desc_fuzzy; วานร:desc_fuzzy; หญิงสาว:desc_exact; เครื่องดนตรีพื้นบ้าน:desc_exact; เครื่องดนตรีพื้นเมือง:desc_exact; โปงลาง:name_exact
55,เซิ้งสวิง,"กระบวนท่ารำ, การจับปลา, การทอ, ชาวพื้นเมือง, ดนตรีพื้นบ้าน, ดนตรีไทย, ตารี, ทางธรรมชาติ, ผู้แสดงฝ่ายหญิง, ภาคตะวันออกเฉียงเหนือ, สัตว์น้ำ, หยอกล้อ",กระบวนท่ารำ:desc_fuzzy; การจับปลา:desc_exact; การทอ:desc_fuzzy; ชาวพื้นเมือง:desc_fuzzy; ดนตรีพื้นบ้าน:desc_exact; ดนตรีไทย:desc_fuzzy; ตารี:desc_fuzzy; ทางธรรมชาติ:desc_exact; ผู้แสดงฝ่ายหญิง:desc_fuzzy; ภาคตะวันออกเฉียงเหนือ:desc_exact; สัตว์น้ำ:desc_exact; หยอกล้อ:desc_exact
56,กราววีรชัยลิง,"กราววีรชัยลิง, กองทัพ, การต่อสู้, การรบ, ความคล่องแคล่ว, ต่อสู้, พระยา, พระราม, พลลิง, รามเกียรติ์, วานร, สิบแปดมงกุฎ, องคต, อสูร, อาหาร",กราววีรชัยลิง:name_exact; กองทัพ:desc_exact; การต่อสู้:desc_exact; การรบ:desc_fuzzy; ความคล่องแคล่ว:desc_exact; ต่อสู้:desc_exact; พระยา:desc_fuzzy; พระราม:desc_exact; พลลิง:name_fuzzy; รามเกียรติ์:desc_exact; วานร:desc_exact; สิบแปดมงกุฎ:desc_exact; องคต:desc_fuzzy; อสูร:desc_fuzzy; อาหาร:desc_fuzzy
57,ฟ้อนภูไท,"การรบ, กาฬสินธุ์, งานรื่นเริง, ชาวพื้นเมือง, ชาวภูไท, นครพนม, มุกดาหาร, สกลนคร, สากล, สายสืบ, อาหาร, เคลื่อนไหว, เทือกเขาภูพาน, แม่น้ำ, แม่น้ำโขง",การรบ:desc_fuzzy; กาฬสินธุ์:desc_exact; งานรื่นเริง:desc_fuzzy; ชาวพื้นเมือง:desc_exact; ชาวภูไท:desc_exact; นครพนม:desc_exact; มุกดาหาร:desc_exact; สกลนคร:desc_exact; สากล:desc_fuzzy; สายสืบ:desc_exact; อาหาร:desc_fuzzy; เคลื่อนไหว:desc_exact; เทือกเขาภูพาน:desc_exact; แม่น้ำ:desc_exact; แม่น้ำโขง:desc_exact
58,การแสดงโขนเรื่องรามเกียรติ์ ตอน  นารายณ์ปราบนนทก,"กราบทูล, นนทก, นิ้วเพชร, ประทาน, พระนารายณ์, พระศิวะ, พระองค์, พระอิศวร, มีฤทธิ์, รับใช้, รามเกียรติ์, เขาไกลลาศ, เข้าเฝ้า, เชิงบันได, เทวดา",กราบทูล:desc_exact; นนทก:name_exact; นิ้วเพชร:desc_exact; ประทาน:desc_exact; พระนารายณ์:desc_exact; พระศิวะ:desc_exact; พระองค์:desc_exact; พระอิศวร:desc_exact; มีฤทธิ์:desc_exact; รับใช้:desc_exact; รามเกียรติ์:name_exact; เขาไกลลาศ:desc_exact; เข้าเฝ้า:desc_exact; เชิงบันได:desc_exact; เทวดา:desc_exact
59,ฟ้อนหมากกั๊บแก๊บลำเพลิน,"การขับร้อง, ขับร้อง, ชาวพื้นเมือง, ดนตรีพื้นบ้าน, ดนตรีไทย, ฟันปลา, ภาคอีสาน, ลำเพลิน, หมากกั๊บแก๊บ, หยอกล้อ, อีสาน, เครื่องดนตรีพื้นเมือง, เพลงไทย, ไม้ยาว, ไม้สั้น",การขับร้อง:desc_exact; ขับร้อง:desc_exact; ชาวพื้นเมือง:desc_exact; ดนตรีพื้นบ้าน:desc_exact; ดนตรีไทย:desc_exact; ฟันปลา:desc_exact; ภาคอีสาน:desc_exact; ลำเพลิน:name_exact; หมากกั๊บแก๊บ:name_exact; หยอกล้อ:desc_exact; อีสาน:desc_exact; เครื่องดนตรีพื้นเมือง:desc_exact; เพลงไทย:name_fuzzy; ไม้ยาว:desc_exact; ไม้สั้น:desc_exact
60,การแสดงโขนเรื่องรามเกียรติ์ ตอน พระคเณศเสียงา,"กิจจะ, ตัวพระ, ต่อสู้, นักษัตร, ปรศุราม, ปารวตี, พระคเณศ, พระตำหนัก, พระนารายณ์, พระศิวะ, พระองค์, รามเกียรติ์, อาวุธ, เขาไกรลาส, เข้าเฝ้า",กิจจะ:desc_exact; ตัวพระ:desc_exact; ต่อสู้:desc_exact; นักษัตร:desc_exact; ปรศุราม:desc_exact; ปารวตี:desc_exact; พระคเณศ:name_exact; พระตำหนัก:desc_exact; พระนารายณ์:desc_exact; พระศิวะ:desc_exact; พระองค์:desc_exact; รามเกียรติ์:name_exact; อาวุธ:desc_exact; เขาไกรลาส:desc_exact; เข้าเฝ้า:desc_exact
61,การแสดงโขนเรื่องรามเกียรติ์ ชุดยกรบ,"กรุงลงกา, กองทัพ, การขึ้นลอย, การรบ, การไถ, ชั้นเชิง, ทศกัณฐ์, พระราม, พระลักษมณ์, พลวานร, รามเกียรติ์, วานร, สงคราม, อาวุธ, ไพร่พล",กรุงลงกา:desc_exact; กองทัพ:desc_exact; การขึ้นลอย:desc_exact; การรบ:name_fuzzy; การไถ:name_fuzzy; ชั้นเชิง:desc_exact; ทศกัณฐ์:desc_exact; พระราม:desc_exact; พระลักษมณ์:desc_exact; พลวานร:desc_exact; รามเกียรติ์:name_exact; วานร:desc_exact; สงคราม:desc_exact; อาวุธ:desc_exact; ไพร่พล:desc_exact
62,การแสดงโขนเรื่องรามเกียรติ์ ตอน พาลีสอนน้อง,"การทอ, การรบ, การไถ, ขีดขิน, นักษัตร, ผู้ครองนคร, พระมหากษัตริย์, พระราม, พาลี, รับใช้, รามเกียรติ์, สมมุติเทพ, สุครีพ, หลักราชการ, อนุชา",การทอ:name_fuzzy; การรบ:name_fuzzy; การไถ:name_fuzzy; ขีดขิน:desc_exact; นักษัตร:desc_exact; ผู้ครองนคร:desc_exact; พระมหากษัตริย์:desc_exact; พระราม:desc_exact; พาลี:name_exact; รับใช้:desc_exact; รามเกียรติ์:name_exact; สมมุติเทพ:desc_exact; สุครีพ:desc_exact; หลักราชการ:desc_exact; อนุชา:desc_exact
63,การแสดงโขนเรื่องรามเกียรติ์ ตอน  หนุมานชาญสมร,"กรุงลงกา, กุณฑล, ขนเพชร, จำกาย, ทหารเอก, นางสวาหะ, ประทาน, ฝากตัว, พระนารายณ์, พระพาย, พระศิวะ, พระองค์, รามเกียรติ์, วานร, หนุมาน",กรุงลงกา:desc_exact; กุณฑล:desc_exact; ขนเพชร:desc_exact; จำกาย:desc_exact; ทหารเอก:desc_exact; นางสวาหะ:desc_exact; ประทาน:desc_exact; ฝากตัว:desc_exact; พระนารายณ์:desc_exact; พระพาย:desc_exact; พระศิวะ:desc_exact; พระองค์:desc_exact; รามเกียรติ์:name_exact; วานร:desc_exact; หนุมาน:name_exact
64,การแสดงโขนเรื่องรามเกียรติ์ ตอน กุมภกรรณพุ่งหอกโมกขศักดิ์,"กรุงลงกา, การศึก, กุมภกรรณ, ขับไล่, นางสีดา, พระพรหม, พระราม, มัยราพณ์, มีฤทธิ์, รามเกียรติ์, สิ้นชีพ, หอกโมกขศักดิ์, อนุชา, อาสา, อุปราช",กรุงลงกา:desc_exact; การศึก:desc_exact; กุมภกรรณ:name_exact; ขับไล่:desc_exact; นางสีดา:desc_exact; พระพรหม:desc_exact; พระราม:desc_exact; มัยราพณ์:desc_exact; มีฤทธิ์:desc_exact; รามเกียรติ์:name_exact; สิ้นชีพ:desc_exact; หอกโมกขศักดิ์:name_exact; อนุชา:desc_exact; อาสา:desc_exact; อุปราช:desc_exact
65,ฟ้อนภูไท 3 เผ่า,"การต่อสู้, การเกี้ยวพาราสี, กาฬสินธุ์, ชาวพื้นเมือง, ชาวภูไท, ต่อสู้, นครพนม, มวยโบราณ, มวยไทย, วานร, สกลนคร, สากล, อสูร, เชิงมวย, เทือกเขาภูพาน",การต่อสู้:desc_fuzzy; การเกี้ยวพาราสี:desc_exact; กาฬสินธุ์:desc_exact; ชาวพื้นเมือง:desc_exact; ชาวภูไท:desc_exact; ต่อสู้:desc_exact; นครพนม:desc_exact; มวยโบราณ:desc_exact; มวยไทย:desc_exact; วานร:desc_fuzzy; สกลนคร:desc_exact; สากล:desc_fuzzy; อสูร:desc_fuzzy; เชิงมวย:desc_exact; เทือกเขาภูพาน:desc_exact
66,การแสดงโขนเรื่องรามเกียรติ์ ตอน ศึกวิรุญจำบัง,"กรุงลงกา, คู่ใจ, นักษัตร, นางสีดา, มารดา, รัชฎา, รับอาสา, รามเกียรติ์, วานร, วิรุญจำบัง, สมทบ, สัทธาสูร, หายตัว, อาสา, โอรส",กรุงลงกา:desc_exact; คู่ใจ:desc_exact; นักษัตร:desc_exact; นางสีดา:desc_exact; มารดา:desc_exact; รัชฎา:desc_exact; รับอาสา:desc_exact; รามเกียรติ์:name_exact; วานร:desc_exact; วิรุญจำบัง:name_exact; สมทบ:desc_exact; สัทธาสูร:desc_exact; หายตัว:desc_exact; อาสา:desc_exact; โอรส:desc_exact
67,การแสดงโขนเรื่องรามเกียรติ์ ตอน นางลอย,"กรุงลงกา, กองทัพ, จำแลง, ทศกัณฐ์, ทำนาย, นางสีดา, พระราม, พลับพลา, พิเภก, รามเกียรติ์, สงคราม, สะเดาะ, สะเดาะเคราะห์, เบญกาย, แม่น้ำ",กรุงลงกา:desc_exact; กองทัพ:desc_exact; จำแลง:desc_exact; ทศกัณฐ์:desc_exact; ทำนาย:desc_exact; นางสีดา:desc_exact; พระราม:desc_exact; พลับพลา:desc_exact; พิเภก:desc_exact; รามเกียรติ์:name_exact; สงคราม:desc_exact; สะเดาะ:desc_exact; สะเดาะเคราะห์:desc_exact; เบญกาย:desc_exact; แม่น้ำ:desc_exact
68,การแสดงโขนเรื่องรามเกียรติ์ ตอน ขับพิเภก,"กรุงลงกา, กลายร่าง, การศึก, จุดไฟ, ติดมือ, ทำนาย, น้ำมันยาง, ปราชัย, พิเภก, รับใช้, รามเกียรติ์, สะเดาะ, สำมนักขา, ไฟไหม้, ไส้กะลา",กรุงลงกา:desc_exact; กลายร่าง:desc_exact; การศึก:desc_exact; จุดไฟ:desc_exact; ติดมือ:desc_exact; ทำนาย:desc_exact; น้ำมันยาง:desc_exact; ปราชัย:desc_exact; พิเภก:name_exact; รับใช้:desc_exact; รามเกียรติ์:name_exact; สะเดาะ:desc_exact; สำมนักขา:desc_exact; ไฟไหม้:desc_exact; ไส้กะลา:desc_exact
69,การแสดงโขนเรื่องรามเกียรติ์ ตอน สุครีพถอนต้นรัง,"การรบ, กุมภกรรณ, ต้นรัง, ถอยทัพ, ทศกัณฐ์, ทัพหน้า, พลับพลา, รามเกียรติ์, สุครีพ, หมดแรง, องคต, อนุชา, ออกศึก, ออกอุบาย, เชษฐา",การรบ:name_fuzzy; กุมภกรรณ:desc_exact; ต้นรัง:name_exact; ถอยทัพ:desc_exact; ทศกัณฐ์:desc_exact; ทัพหน้า:desc_exact; พลับพลา:desc_exact; รามเกียรติ์:name_exact; สุครีพ:name_exact; หมดแรง:desc_exact; องคต:desc_exact; อนุชา:desc_exact; ออกศึก:desc_exact; ออกอุบาย:desc_exact; เชษฐา:desc_exact
70,การแสดงโขนเรื่องรามเกียรติ์ ตอน ลักสีดา,"กรุงลงกา, กวางทอง, การรบ, การไถ, จำกาย, ทศกัณฐ์, นางสีดา, พระราม, พระลักษมณ์, มารีศ, รามเกียรติ์, ฤาษี, สำมนักขา, แกล้งทำ, ได้ยิน",กรุงลงกา:desc_exact; กวางทอง:desc_exact; การรบ:name_fuzzy; การไถ:name_fuzzy; จำกาย:desc_exact; ทศกัณฐ์:desc_exact; นางสีดา:desc_exact; พระราม:desc_exact; พระลักษมณ์:desc_exact; มารีศ:desc_exact; รามเกียรติ์:name_exact; ฤาษี:desc_exact; สำมนักขา:desc_exact; แกล้งทำ:desc_exact; ได้ยิน:desc_exact
71,การแสดงโขนเรื่องรามเกียรติ์ ตอน  ศึกแสงอาทิตย์,"กองทัพ, การรบ, ทศกัณฐ์, ประทาน, พญาขร, พระพรหม, พระราม, พิเภก, มังกรกัณฐ์, รามเกียรติ์, อนุชา, อาวุธ, แว่นแก้วสุรกานต์, แสงอาทิตย์, โอรส",กองทัพ:desc_exact; การรบ:name_fuzzy; ทศกัณฐ์:desc_exact; ประทาน:desc_exact; พญาขร:desc_exact; พระพรหม:desc_exact; พระราม:desc_exact; พิเภก:desc_exact; มังกรกัณฐ์:desc_exact; รามเกียรติ์:name_exact; อนุชา:desc_exact; อาวุธ:desc_exact; แว่นแก้วสุรกานต์:desc_exact; แสงอาทิตย์:name_exact; โอรส:desc_exact
72,ระบำฉิ่ง,"ดนตรีพื้นบ้าน, ดนตรีไทย, ตารี, ทำนอง, ท่วงทำนอง, รัวฉิ่ง, องคต, เครื่องดนตรีพื้นบ้าน, เครื่องดนตรีพื้นเมือง, เพลงไทย",ดนตรีพื้นบ้าน:desc_exact; ดนตรีไทย:desc_exact; ตารี:desc_fuzzy; ทำนอง:desc_exact; ท่วงทำนอง:desc_exact; รัวฉิ่ง:desc_exact; องคต:desc_fuzzy; เครื่องดนตรีพื้นบ้าน:desc_exact; เครื่องดนตรีพื้นเมือง:desc_exact; เพลงไทย:desc_exact
73,การแสดงโขนเรื่องรามเกียรติ์ ตอน ศึกวิรุญมุข,"ข่ายเหล็ก, ชามพูวราช, ทำพิธี, พลลิง, มังกรกัณฐ์, รับอาสา, รามเกียรติ์, วิรุญจำบัง, วิรุญมุข, ศรนาคบาศ, สมรภูมิ, หนุมาน, อาสา, เดินอากาศ, โอรส",ข่ายเหล็ก:desc_exact; ชามพูวราช:desc_exact; ทำพิธี:desc_exact; พลลิง:desc_exact; มังกรกัณฐ์:desc_exact; รับอาสา:desc_exact; รามเกียรติ์:name_exact; วิรุญจำบัง:desc_exact; วิรุญมุข:name_exact; ศรนาคบาศ:desc_exact; สมรภูมิ:desc_exact; หนุมาน:desc_exact; อาสา:desc_exact; เดินอากาศ:desc_exact; โอรส:desc_exact
74,การแสดงโขนเรื่องรามเกียรติ์ ตอน  จองถนน,"กราบทูล, กรุงลงกา, ขีดขิน, จองถนน, ชามพูวราช, บรรพต, พลลิง, พลวานร, รามเกียรติ์, วานร, วิดน้ำ, สำเภา, อาสา, เมืองชมพู, ไพร่พล",กราบทูล:desc_exact; กรุงลงกา:desc_exact; ขีดขิน:desc_exact; จองถนน:name_exact; ชามพูวราช:desc_exact; บรรพต:desc_exact; พลลิง:desc_exact; พลวานร:desc_exact; รามเกียรติ์:name_exact; วานร:desc_exact; วิดน้ำ:desc_exact; สำเภา:desc_exact; อาสา:desc_exact; เมืองชมพู:desc_exact; ไพร่พล:desc_exact
75,การแสดงโขนเรื่องรามเกียรติ์ ตอน พระรามตามกวาง,"กลอุบาย, กวางทอง, กากนาสูร, การทอ, การรบ, การไถ, กาลสูร, ทศกัณฐ์, นางสีดา, พระยา, พระราชบัญชา, พระราม, มารีศ, รามเกียรติ์, แปลงกาย",กลอุบาย:desc_exact; กวางทอง:desc_exact; กากนาสูร:desc_exact; การทอ:name_fuzzy; การรบ:name_fuzzy; การไถ:name_fuzzy; กาลสูร:desc_fuzzy; ทศกัณฐ์:desc_exact; นางสีดา:desc_exact; พระยา:name_fuzzy; พระราชบัญชา:desc_exact; พระราม:name_exact; มารีศ:desc_exact; รามเกียรติ์:name_exact; แปลงกาย:desc_exact
76,การแสดงโขนเรื่องรามเกียรติ์ ตอน ศึกพรหมาสตร์,"กราบทูล, กองทัพ, กาลสูร, ช้างเอราวัณ, ทำพิธี, นางฟ้า, พรหมาสตร์, พระอินทร์, มังกรกัณฐ์, รามเกียรติ์, รุทการ, สังหาร, สิ้นชีวิต, แปลงกาย, แปลงตัว",กราบทูล:desc_exact; กองทัพ:desc_exact; กาลสูร:desc_exact; ช้างเอราวัณ:desc_exact; ทำพิธี:desc_exact; นางฟ้า:desc_exact; พรหมาสตร์:name_exact; พระอินทร์:desc_exact; มังกรกัณฐ์:desc_exact; รามเกียรติ์:name_exact; รุทการ:desc_exact; สังหาร:desc_exact; สิ้นชีวิต:desc_exact; แปลงกาย:desc_exact; แปลงตัว:desc_exact
77,เมขลา รามสูร,"ดวงแก้ว, ตำนาน, ทะเล, ธงไทย, นางฟ้า, รามสูร, ฤดูฝน, วสันตฤดู, อสูร, เดินทาง, เทพธิดา, เทพนิยาย, เทพบุตร, เทวดา, เมขลา",ดวงแก้ว:desc_exact; ตำนาน:desc_exact; ทะเล:desc_exact; ธงไทย:desc_fuzzy; นางฟ้า:desc_exact; รามสูร:name_exact; ฤดูฝน:desc_exact; วสันตฤดู:desc_exact; อสูร:name_fuzzy; เดินทาง:desc_exact; เทพธิดา:desc_exact; เทพนิยาย:desc_exact; เทพบุตร:desc_exact; เทวดา:desc_exact; เมขลา:name_exact
78,การแสดงโขนเรื่องรามเกียรติ์ ตอน ศึกสัทธาสูร,"ขี่ม้า, ข่ายเพชร, จนตาย, บอกทาง, ฟองน้ำ, ภูเขา, รามเกียรติ์, วานร, วิรุญจำบัง, ศรพาลจันทร์, สัทธาสูร, หนุมาน, หลบหนี, อาวุธ, เขาสัตภัณฑ์",ขี่ม้า:desc_exact; ข่ายเพชร:desc_exact; จนตาย:desc_exact; บอกทาง:desc_exact; ฟองน้ำ:desc_exact; ภูเขา:desc_exact; รามเกียรติ์:name_exact; วานร:desc_exact; วิรุญจำบัง:desc_exact; ศรพาลจันทร์:desc_exact; สัทธาสูร:name_exact; หนุมาน:desc_exact; หลบหนี:desc_exact; อาวุธ:desc_exact; เขาสัตภัณฑ์:desc_exact
79,ระบำชุดไทยพระราชนิยม,"ฉลองพระองค์, ธงไทย, บทร้อง, พระบรมราชชนนีพันปีหลวง, พระราม, พระองค์, ยมะ, ไทยจักรพรรดิ์, ไทยจักรี, ไทยจิตรลดา, ไทยดุสิต, ไทยบรมพิมาน, ไทยศิวาลัย, ไทยอมรินทร์, ไทยเรือนต้น",ฉลองพระองค์:desc_exact; ธงไทย:desc_fuzzy; บทร้อง:desc_exact; พระบรมราชชนนีพันปีหลวง:desc_exact; พระราม:name_fuzzy; พระองค์:desc_exact; ยมะ:name_fuzzy; ไทยจักรพรรดิ์:desc_exact; ไทยจักรี:desc_exact; ไทยจิตรลดา:desc_exact; ไทยดุสิต:desc_exact; ไทยบรมพิมาน:desc_exact; ไทยศิวาลัย:desc_exact; ไทยอมรินทร์:desc_exact; ไทยเรือนต้น:desc_exact
80,ระบำกรับ,"กรับพวง, จับระบำ, ดนตรีพื้นบ้าน, ดนตรีไทย, ตารี, ต้นขา, ทำนอง, ท่วงทำนอง, ฝ่ามือ, มือขวา, เครื่องดนตรีพื้นบ้าน, เครื่องดนตรีพื้นเมือง, เพลงไทย",กรับพวง:desc_exact; จับระบำ:name_fuzzy; ดนตรีพื้นบ้าน:desc_exact; ดนตรีไทย:desc_exact; ตารี:desc_fuzzy; ต้นขา:desc_exact; ทำนอง:desc_exact; ท่วงทำนอง:desc_exact; ฝ่ามือ:desc_exact; มือขวา:desc_exact; เครื่องดนตรีพื้นบ้าน:desc_exact; เครื่องดนตรีพื้นเมือง:desc_exact; เพลงไทย:desc_exact
81,ระบำกินรีร่อน,"กะลา, กินรี, ทำนอง, ท่วงทำนอง, นางกินรี, พลลิง, มโนราห์, วาจา, สระอโนดาต, เขาไกรลาส, เขาไกลลาศ, เพลงไทย, เล่นน้ำ",กะลา:desc_fuzzy; กินรี:name_exact; ทำนอง:desc_exact; ท่วงทำนอง:desc_exact; นางกินรี:desc_fuzzy; พลลิง:desc_fuzzy; มโนราห์:desc_fuzzy; วาจา:desc_fuzzy; สระอโนดาต:desc_exact; เขาไกรลาส:desc_exact; เขาไกลลาศ:desc_fuzzy; เพลงไทย:desc_exact; เล่นน้ำ:desc_fuzzy
82,กินนรีร่อนออกมโนราห์บูชายัญ,"กระบวนท่ารำ, กินรี, ตารี, นางกินรี, บูชายัญ, มโนราห์, ละครชาตรี, สระอโนดาต, เล่นน้ำ, ใบชา",กระบวนท่ารำ:desc_exact; กินรี:name_fuzzy; ตารี:desc_fuzzy; นางกินรี:desc_exact; บูชายัญ:name_exact; มโนราห์:name_exact; ละครชาตรี:desc_exact; สระอโนดาต:desc_exact; เล่นน้ำ:desc_exact; ใบชา:name_fuzzy
83,ระบำกฤดาภินิหาร,"กรมศิลปากร, การทอ, การรบ, การสอน, การไถ, นางฟ้า, บทร้อง, ยมะ, รจนา, ศุภลักษณ์, สากล, องคต, อาหาร, เกียรติศักดิ์ไทย, เทวดา",กรมศิลปากร:desc_exact; การทอ:desc_fuzzy; การรบ:desc_fuzzy; การสอน:desc_exact; การไถ:desc_fuzzy; นางฟ้า:desc_exact; บทร้อง:desc_exact; ยมะ:desc_exact; รจนา:desc_fuzzy; ศุภลักษณ์:desc_exact; สากล:desc_exact; องคต:desc_fuzzy; อาหาร:name_fuzzy; เกียรติศักดิ์ไทย:desc_exact; เทวดา:desc_exact
