item_name,item_key_norm,predicted_count,gold_count,TP,FP,FN,predicted_tokens,gold_tokens,tp_tokens,fp_tokens,fn_tokens
ชาติพันธุ์สราญ,ชาติพันธุ์สราญ,15,9,9,6,0,"กลุ่มชาติพันธุ์, งานรื่นเริง, ชาติพันธุ์, ชาวพื้นเมือง, นครปฐม, นักษัตร, พระพรหม, พระสวามี, ร่มพระบารมี, ลาวครั่ง, ลาวเวียง, วานร, ไทยจีน, ไทยทรงดำ, ไทยรามัญ","กลุ่มชาติพันธุ์, ชาติพันธุ์, นครปฐม, ร่มพระบารมี, ลาวครั่ง, ลาวเวียง, ไทยจีน, ไทยทรงดำ, ไทยรามัญ","กลุ่มชาติพันธุ์, ชาติพันธุ์, นครปฐม, ร่มพระบารมี, ลาวครั่ง, ลาวเวียง, ไทยจีน, ไทยทรงดำ, ไทยรามัญ","งานรื่นเริง, ชาวพื้นเมือง, นักษัตร, พระพรหม, พระสวามี, วานร",
ชาวดอย,ชาวดอย,11,2,2,9,0,"การละเล่นพื้นเมือง, จิตรกรรม, ชาวนา, ชาวพื้นเมือง, ชาวเหนือ, ทะเล, ทางธรรมชาติ, นักษัตร, ภาคเหนือ, วาจา, เกษตรกรรม","ภาคเหนือ, เกษตรกรรม","ภาคเหนือ, เกษตรกรรม","การละเล่นพื้นเมือง, จิตรกรรม, ชาวนา, ชาวพื้นเมือง, ชาวเหนือ, ทะเล, ทางธรรมชาติ, นักษัตร, วาจา",
ชุมนุมฉุยฉาย,ชุมนุมฉุยฉาย,11,3,3,8,0,"การขับร้อง, การรบ, ฉุยฉาย, ชุมนุม, ชุมพร, พราหมณ์, พลลิง, องคต, เครื่องแบบ, แต่งกายยืนเครื่องพระ, แปลงกาย","ฉุยฉาย, ชุมนุม, พราหมณ์","ฉุยฉาย, ชุมนุม, พราหมณ์","การขับร้อง, การรบ, ชุมพร, พลลิง, องคต, เครื่องแบบ, แต่งกายยืนเครื่องพระ, แปลงกาย",
ตะกล้อล้อท่า,ตะกล้อล้อท่า,15,13,7,8,6,"กระบวนท่ารำ, การละเล่นพื้นเมือง, ชาวพื้นเมือง, ตะกร้อ, ตีลังกา, ธงไทย, นานาชาติ, ปางลีลา, ระดับชาติ, ศีรษะ, สะล้อ, สากล, อาสา, เต้นสาก, แม่ท่า","การต่อสู้, ความคล่องแคล่ว, ตะกร้อ, ตีลังกา, ต่อสู้, นานาชาติ, ป้องกันตัว, ฟาดฟัน, ระดับชาติ, ศีรษะ, สากล, อาวุธ, แม่ท่า","ตะกร้อ, ตีลังกา, นานาชาติ, ระดับชาติ, ศีรษะ, สากล, แม่ท่า","กระบวนท่ารำ, การละเล่นพื้นเมือง, ชาวพื้นเมือง, ธงไทย, ปางลีลา, สะล้อ, อาสา, เต้นสาก","การต่อสู้, ความคล่องแคล่ว, ต่อสู้, ป้องกันตัว, ฟาดฟัน, อาวุธ"
นบนที,นบนที,12,5,4,8,1,"กระทุ้ง, กะลา, ขอขมา, ทางธรรมชาติ, ผู้มีพระคุณ, พระคเณศ, พระแม่คงคา, ลอยกระทง, ลายเส้น, สะล้อ, สายน้ำ, สิ่งศักดิ์สิทธิ์","ขอขมา, พระแม่คงคา, ลอยกระทง, สายนํ้า, สิ่งศักดิ์สิทธิ์","ขอขมา, พระแม่คงคา, ลอยกระทง, สิ่งศักดิ์สิทธิ์","กระทุ้ง, กะลา, ทางธรรมชาติ, ผู้มีพระคุณ, พระคเณศ, ลายเส้น, สะล้อ, สายน้ำ",สายนํ้า
นักษัตร,นักษัตร,12,3,3,9,0,"กระบวนท่ารำ, กะลา, ธงไทย, นักษัตร, ผู้ครองนคร, พระมหากษัตริย์, มลายู, วาจา, สากล, องคต, เคลื่อนไหว, เวที","นักษัตร, เคลื่อนไหว, เวที","นักษัตร, เคลื่อนไหว, เวที","กระบวนท่ารำ, กะลา, ธงไทย, ผู้ครองนคร, พระมหากษัตริย์, มลายู, วาจา, สากล, องคต",
นาฏ ณ วัง,นาฏ ณ วัง,15,5,5,10,0,"กะลา, การทอ, การสอน, ทัพหน้า, พระยา, พระราชวังบวรสถานมงคล, พระราม, มรกต, ละครนอก, วังหน้า, สากล, หนังใหญ่, ออกรบ, เคลื่อนไหว, เวที","พระราชวังบวรสถานมงคล, วังหน้า, หนังใหญ่, เคลื่อนไหว, เวที","พระราชวังบวรสถานมงคล, วังหน้า, หนังใหญ่, เคลื่อนไหว, เวที","กะลา, การทอ, การสอน, ทัพหน้า, พระยา, พระราม, มรกต, ละครนอก, สากล, ออกรบ",
นาฏยมวยไทย,นาฏยมวยไทย,12,5,5,7,0,"ต้นขา, ธงไทย, บรรพต, บรรพบุรุษ, ปางลีลา, ป้องกันตัว, มวยโบราณ, มวยไทย, มโนราห์, ศิลปะป้องกันตัว, แต่งตัว, แปลงตัว","บรรพบุรุษ, ป้องกันตัว, มวยโบราณ, มวยไทย, ศิลปะป้องกันตัว","บรรพบุรุษ, ป้องกันตัว, มวยโบราณ, มวยไทย, ศิลปะป้องกันตัว","ต้นขา, ธงไทย, บรรพต, ปางลีลา, มโนราห์, แต่งตัว, แปลงตัว",
ผืนไท,ผืนไท,15,6,6,9,0,"กรมศิลปากร, ธงไทย, นักษัตร, พระชายา, พระมหากษัตริย์, พระอุมา, พาลี, ภาคใต้, สากล, ออกรบ, อาณาประชาราษฎร์, อาสา, เคลื่อนไหว, เวที, ไตรรงค์","ธงไทย, พระมหากษัตริย์, อาณาประชาราษฎร์, เคลื่อนไหว, เวที, ไตรรงค์","ธงไทย, พระมหากษัตริย์, อาณาประชาราษฎร์, เคลื่อนไหว, เวที, ไตรรงค์","กรมศิลปากร, นักษัตร, พระชายา, พระอุมา, พาลี, ภาคใต้, สากล, ออกรบ, อาสา",
พนาธาร,พนาธาร,4,2,2,2,0,"ของป่า, ทางธรรมชาติ, วาจา, เคลื่อนไหว","ของป่า, เคลื่อนไหว","ของป่า, เคลื่อนไหว","ทางธรรมชาติ, วาจา",
พลองไม้สั้น,พลองไม้สั้น,15,10,9,6,1,"กระทุ้ง, การต่อสู้, คู่ต่อสู้, ตัวต่อตัว, ตีลังกา, ต่อสู้, ประชิดตัว, พระลอ, ลูกไม้, สีน้ำเงิน, อสูร, อาวุธ, เพลงไทย, แต่งตัว, ไม้สั้น","กระทุ้ง, การต่อสู้, คู่ต่อสู้, ตัวต่อตัว, ต่อสู้, ประชิดตัว, ลูกไม้, สีนํ้าเงิน, อาวุธ, ไม้สั้น","กระทุ้ง, การต่อสู้, คู่ต่อสู้, ตัวต่อตัว, ต่อสู้, ประชิดตัว, ลูกไม้, อาวุธ, ไม้สั้น","ตีลังกา, พระลอ, สีน้ำเงิน, อสูร, เพลงไทย, แต่งตัว",สีนํ้าเงิน
ฟ้อนขันดอก,ฟ้อนขันดอก,10,5,5,5,0,"กระบวนท่ารำ, การโปรย, ขันดอก, ชาวเหนือ, ช่อดอกไม้, ดอกไม้, ดอกไม้เงิน, นานาชาติ, ภาคเหนือ, ล้านนา","การโปรย, ขันดอก, ดอกไม้, ภาคเหนือ, ล้านนา","การโปรย, ขันดอก, ดอกไม้, ภาคเหนือ, ล้านนา","กระบวนท่ารำ, ชาวเหนือ, ช่อดอกไม้, ดอกไม้เงิน, นานาชาติ",
ฟ้อนจันทราพาฝัน,ฟ้อนจันทราพาฝัน,15,9,9,6,0,"ขับร้อง, ชาวพื้นเมือง, ชาวเหนือ, ทำนอง, ทำนองเพลง, ท่วงทำนอง, บทร้อง, มโนราห์, ศิลปินแห่งชาติ, หญิงสาว, ออกรบ, เพลงชาวไทย, เพลงลาวคำหอม, เพลงไทย, แสงจันทร์","ชาวเหนือ, ทำนอง, ทำนองเพลง, ท่วงทำนอง, บทร้อง, ศิลปินแห่งชาติ, หญิงสาว, เพลงลาวคำหอม, แสงจันทร์","ชาวเหนือ, ทำนอง, ทำนองเพลง, ท่วงทำนอง, บทร้อง, ศิลปินแห่งชาติ, หญิงสาว, เพลงลาวคำหอม, แสงจันทร์","ขับร้อง, ชาวพื้นเมือง, มโนราห์, ออกรบ, เพลงชาวไทย, เพลงไทย",
ฟ้อนดวงเดือน,ฟ้อนดวงเดือน,14,8,8,6,0,"การเกี้ยวพาราสี, คำร้อง, ชายหนุ่ม, ตามเพลง, ทำนอง, นักษัตร, พระนิพนธ์, วานร, สำเนียง, หญิงสาว, เทพเจ้า, เพลงสำเนียงลาว, เพลงอัตราจังหวะสองชั้น, เพลงไทย","การเกี้ยวพาราสี, คำร้อง, ชายหนุ่ม, ทำนอง, พระนิพนธ์, สำเนียง, หญิงสาว, เพลงอัตราจังหวะสองชั้น","การเกี้ยวพาราสี, คำร้อง, ชายหนุ่ม, ทำนอง, พระนิพนธ์, สำเนียง, หญิงสาว, เพลงอัตราจังหวะสองชั้น","ตามเพลง, นักษัตร, วานร, เทพเจ้า, เพลงสำเนียงลาว, เพลงไทย",
ฟ้อนที,ฟ้อนที,10,3,3,7,0,"ชาวพื้นเมือง, ชาวเหนือ, ดนตรีพื้นบ้าน, ดนตรีไทย, ตารี, ธงไทย, พื้นบ้านภาคใต้, ภาคเหนือ, เครื่องดนตรีพื้นบ้าน, แม่ฮ่องสอน","ดนตรีพื้นบ้าน, ภาคเหนือ, แม่ฮ่องสอน","ดนตรีพื้นบ้าน, ภาคเหนือ, แม่ฮ่องสอน","ชาวพื้นเมือง, ชาวเหนือ, ดนตรีไทย, ตารี, ธงไทย, พื้นบ้านภาคใต้, เครื่องดนตรีพื้นบ้าน",
ฟ้อนผาง,ฟ้อนผาง,11,5,5,6,0,"จุดไฟ, ชาวพื้นเมือง, ชาวเหนือ, ธงไทย, ผางประทีป, ภาคเหนือ, ภาชนะดินเผา, มวยโบราณ, มโนราห์, ล้านนา, โบราณสถาน","จุดไฟ, ผางประทีป, ภาคเหนือ, ภาชนะดินเผา, ล้านนา","จุดไฟ, ผางประทีป, ภาคเหนือ, ภาชนะดินเผา, ล้านนา","ชาวพื้นเมือง, ชาวเหนือ, ธงไทย, มวยโบราณ, มโนราห์, โบราณสถาน",
ฟ้อนภูไท,ฟ้อนภูไท,15,9,8,7,1,"กาฬสินธุ์, งานรื่นเริง, ชาวพื้นเมือง, ชาวภูไท, นครพนม, นักษัตร, มุกดาหาร, สกลนคร, สากล, สายสืบ, อาสา, เคลื่อนไหว, เทือกเขาภูพาน, แม่น้ำ, แม่น้ำโขง","กาฬสินธุ์, ชาวภูไท, นครพนม, มุกดาหาร, สกลนคร, สายสืบ, เคลื่อนไหว, เทือกเขาภูพาน, แม่นํ้าโขง","กาฬสินธุ์, ชาวภูไท, นครพนม, มุกดาหาร, สกลนคร, สายสืบ, เคลื่อนไหว, เทือกเขาภูพาน","งานรื่นเริง, ชาวพื้นเมือง, นักษัตร, สากล, อาสา, แม่น้ำ, แม่น้ำโขง",แม่นํ้าโขง
ฟ้อนภูไท 3 เผ่า,ฟ้อนภูไท 3 เผ่า,15,9,9,6,0,"การเกี้ยวพาราสี, กาฬสินธุ์, ชาวพื้นเมือง, ชาวภูไท, ต่อสู้, นครพนม, ปางลีลา, ผู้แสดงฝ่ายหญิง, มวยโบราณ, มวยไทย, วานร, สกลนคร, สากล, เชิงมวย, เทือกเขาภูพาน","การเกี้ยวพาราสี, กาฬสินธุ์, ชาวภูไท, ต่อสู้, นครพนม, มวยโบราณ, สกลนคร, เชิงมวย, เทือกเขาภูพาน","การเกี้ยวพาราสี, กาฬสินธุ์, ชาวภูไท, ต่อสู้, นครพนม, มวยโบราณ, สกลนคร, เชิงมวย, เทือกเขาภูพาน","ชาวพื้นเมือง, ปางลีลา, ผู้แสดงฝ่ายหญิง, มวยไทย, วานร, สากล",
ฟ้อนมาลัย,ฟ้อนมาลัย,15,21,15,0,6,"กรมศิลปากร, ข้าหลวง, ชั้นเดียว, ดอกไม้, ทำนอง, ทำนองเพลง, พญาผานอง, พระชายา, พระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัว, ละครพันทาง, สำเนียง, เจ้าดารารัศมี, เชียงใหม่, เพลงสำเนียงลาว, โรงละครแห่งชาติ","กรมศิลปากร, ข้าหลวง, ชั้นเดียว, ดอกไม้, ทำนอง, ทำนองเพลง, นางพญาคำปิน, น้อยใจยา, บทร้อง, พญาผานอง, พระชายา, พระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัว, ราชสำนัก, ละครพันทาง, สำเนียง, อาจารย์, เจ้าดารารัศมี, เชียงใหม่, เพลงฟ้อนดวงดอกไม้, เพลงสำเนียงลาว, โรงละครแห่งชาติ","กรมศิลปากร, ข้าหลวง, ชั้นเดียว, ดอกไม้, ทำนอง, ทำนองเพลง, พญาผานอง, พระชายา, พระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัว, ละครพันทาง, สำเนียง, เจ้าดารารัศมี, เชียงใหม่, เพลงสำเนียงลาว, โรงละครแห่งชาติ",,"นางพญาคำปิน, น้อยใจยา, บทร้อง, ราชสำนัก, อาจารย์, เพลงฟ้อนดวงดอกไม้"
ฟ้อนรัก,ฟ้อนรัก,15,17,15,0,2,"ท้าวพิชัยพิษณุกร, นางรื่น, นางโรย, นายขวัญ, นายแก้ว, บทร้อง, พระนิพนธ์, พระพี่เลี้ยง, พระราชธิดา, พระลอ, พระเจ้าบรมวงศ์เธอกรมพระนราธิปประพันธ์พงศ์, พระเพื่อน, พระแพง, พี่เลี้ยง, ละครพันทาง","ท้าวพิชัยพิษณุกร, นางรื่น, นางโรย, นายขวัญ, นายแก้ว, บทร้อง, พระนิพนธ์, พระพี่เลี้ยง, พระราชธิดา, พระลอ, พระเจ้าบรมวงศ์เธอกรมพระนราธิปประพันธ์พงศ์, พระเพื่อน, พระแพง, พี่เลี้ยง, ละครพันทาง, ลิลิตพระลอ, แมนสรวง","ท้าวพิชัยพิษณุกร, นางรื่น, นางโรย, นายขวัญ, นายแก้ว, บทร้อง, พระนิพนธ์, พระพี่เลี้ยง, พระราชธิดา, พระลอ, พระเจ้าบรมวงศ์เธอกรมพระนราธิปประพันธ์พงศ์, พระเพื่อน, พระแพง, พี่เลี้ยง, ละครพันทาง",,"ลิลิตพระลอ, แมนสรวง"
ฟ้อนลีลาวดี,ฟ้อนลีลาวดี,14,4,4,10,0,"ดนตรีพื้นบ้าน, ดนตรีไทย, ตารี, ต้นลีลาวดี, ทัพหน้า, พระลอ, พระอุมา, พระอุโบสถ, วังหน้า, วาจา, สุทธาวาส, เครื่องดนตรีพื้นบ้าน, เครื่องดนตรีพื้นเมือง, เสียงดนตรี","ต้นลีลาวดี, พระอุโบสถ, วังหน้า, สุทธาวาส","ต้นลีลาวดี, พระอุโบสถ, วังหน้า, สุทธาวาส","ดนตรีพื้นบ้าน, ดนตรีไทย, ตารี, ทัพหน้า, พระลอ, พระอุมา, วาจา, เครื่องดนตรีพื้นบ้าน, เครื่องดนตรีพื้นเมือง, เสียงดนตรี",
ฟ้อนสาวไหม,ฟ้อนสาวไหม,15,7,7,8,0,"การทอ, ชาวเหนือ, ดนตรีพื้นบ้าน, ดนตรีไทย, ตารี, ทอผ้า, น้องสาว, ผ้าไหม, พื้นบ้านภาคใต้, ภาคเหนือ, สะล้อ, เครื่องดนตรีพื้นบ้าน, เครื่องดนตรีพื้นเมือง, เครื่องแบบ, เพลงไทย","การทอ, ดนตรีพื้นบ้าน, ทอผ้า, ผ้าไหม, ภาคเหนือ, สะล้อ, เครื่องดนตรีพื้นบ้าน","การทอ, ดนตรีพื้นบ้าน, ทอผ้า, ผ้าไหม, ภาคเหนือ, สะล้อ, เครื่องดนตรีพื้นบ้าน","ชาวเหนือ, ดนตรีไทย, ตารี, น้องสาว, พื้นบ้านภาคใต้, เครื่องดนตรีพื้นเมือง, เครื่องแบบ, เพลงไทย",
ฟ้อนหมากกั๊บแก๊บลำเพลิน,ฟ้อนหมากกั๊บแก๊บลำเพลิน,15,11,10,5,1,"การขับร้อง, ขับร้อง, ชาวพื้นเมือง, ดนตรีพื้นบ้าน, ดนตรีไทย, ฟันปลา, ภาคอีสาน, ลำเพลิน, หมากกั๊บแก๊บ, หยอกล้อ, อีสาน, เครื่องดนตรีพื้นเมือง, เพลงไทย, ไม้ยาว, ไม้สั้น","การขับร้อง, ขับร้อง, ดนตรีพื้นบ้าน, ฟันปลา, ภาคอีสาน, ลําเพลิน, หมากกั๊บแก๊บ, หยอกล้อ, อีสาน, ไม้ยาว, ไม้สั้น","การขับร้อง, ขับร้อง, ดนตรีพื้นบ้าน, ฟันปลา, ภาคอีสาน, หมากกั๊บแก๊บ, หยอกล้อ, อีสาน, ไม้ยาว, ไม้สั้น","ชาวพื้นเมือง, ดนตรีไทย, ลำเพลิน, เครื่องดนตรีพื้นเมือง, เพลงไทย",ลําเพลิน
ฟ้อนเจิง,ฟ้อนเจิง,11,6,6,5,0,"การต่อสู้, ชั้นเชิง, ชาวพื้นเมือง, ชาวเหนือ, ต่อสู้, ธงไทย, ภาคเหนือ, มือเปล่า, ล้านนา, อสูร, อาวุธ","การต่อสู้, ต่อสู้, ภาคเหนือ, มือเปล่า, ล้านนา, อาวุธ","การต่อสู้, ต่อสู้, ภาคเหนือ, มือเปล่า, ล้านนา, อาวุธ","ชั้นเชิง, ชาวพื้นเมือง, ชาวเหนือ, ธงไทย, อสูร",
ฟ้อนเทียน,ฟ้อนเทียน,13,5,5,8,0,"กลางคืน, กะลา, จุดไฟ, ชาวเหนือ, ทำนองเพลง, ภาคกลาง, ภาคเหนือ, สากล, หญิงสาว, อินเดีย, เคลื่อนไหว, เพลงไทย, เวที","กลางคืน, จุดไฟ, ภาคเหนือ, หญิงสาว, เคลื่อนไหว","กลางคืน, จุดไฟ, ภาคเหนือ, หญิงสาว, เคลื่อนไหว","กะลา, ชาวเหนือ, ทำนองเพลง, ภาคกลาง, สากล, อินเดีย, เพลงไทย, เวที",
ฟ้อนเล็บ,ฟ้อนเล็บ,12,3,3,9,0,"ขับร้อง, ชาวเหนือ, ตามเพลง, ต้นรัง, ทำนองเพลง, ธงไทย, บทร้อง, พลลิง, ภาคเหนือ, สีทอง, เพลงกลม, เพลงไทย","บทร้อง, ภาคเหนือ, สีทอง","บทร้อง, ภาคเหนือ, สีทอง","ขับร้อง, ชาวเหนือ, ตามเพลง, ต้นรัง, ทำนองเพลง, ธงไทย, พลลิง, เพลงกลม, เพลงไทย",
มวยคาดเชือก,มวยคาดเชือก,13,5,5,8,0,"กระบวนท่ารำ, การต่อสู้, ความคล่องแคล่ว, ต่อสู้, มวยโบราณ, มวยไทย, มัยราพณ์, มโนราห์, รับอาสา, รับใช้, องคต, อสูร, แม่ไม้มวย","การต่อสู้, ต่อสู้, มวยไทย, รับใช้, แม่ไม้มวย","การต่อสู้, ต่อสู้, มวยไทย, รับใช้, แม่ไม้มวย","กระบวนท่ารำ, ความคล่องแคล่ว, มวยโบราณ, มัยราพณ์, มโนราห์, รับอาสา, องคต, อสูร",
รจนาเสี่ยงพวงมาลัย,รจนาเสี่ยงพวงมาลัย,15,15,15,0,0,"นางเอก, บทละคร, บุปเพสันนิวาส, พระสังข์, พระเอก, พวงมาลัย, รจนา, รูปทอง, รูปนอก, สวามี, สังข์ทอง, เจ้าหญิง, เจ้าเงาะ, แกล้งทำ, แปลงตัว","นางเอก, บทละคร, บุปเพสันนิวาส, พระสังข์, พระเอก, พวงมาลัย, รจนา, รูปทอง, รูปนอก, สวามี, สังข์ทอง, เจ้าหญิง, เจ้าเงาะ, แกล้งทำ, แปลงตัว","นางเอก, บทละคร, บุปเพสันนิวาส, พระสังข์, พระเอก, พวงมาลัย, รจนา, รูปทอง, รูปนอก, สวามี, สังข์ทอง, เจ้าหญิง, เจ้าเงาะ, แกล้งทำ, แปลงตัว",,
รองเง็ง,รองเง็ง,15,4,4,11,0,"การละเล่นพื้นเมือง, ค้าขาย, งานรื่นเริง, ชาวพื้นเมือง, ชาวภูไท, ธงไทย, นางรื่น, ผู้แสดงฝ่ายชาย, ภาคใต้, มลายู, วานร, เพลงชาวไทย, แผ่อิทธิพล, โปรตุเกส, ใบชา","ค้าขาย, งานรื่นเริง, มลายู, โปรตุเกส","ค้าขาย, งานรื่นเริง, มลายู, โปรตุเกส","การละเล่นพื้นเมือง, ชาวพื้นเมือง, ชาวภูไท, ธงไทย, นางรื่น, ผู้แสดงฝ่ายชาย, ภาคใต้, วานร, เพลงชาวไทย, แผ่อิทธิพล, ใบชา",
ระบำกรับ,ระบำกรับ,15,7,7,8,0,"กรับพวง, กวางทอง, จับระบำ, ดนตรีพื้นบ้าน, ดนตรีไทย, ตารี, ต้นขา, ทำนอง, ท่วงทำนอง, ฝ่ามือ, มือขวา, เครื่องดนตรีพื้นบ้าน, เครื่องดนตรีพื้นเมือง, เครื่องแบบ, เพลงไทย","กรับพวง, ดนตรีไทย, ต้นขา, ทำนอง, ท่วงทำนอง, ฝ่ามือ, มือขวา","กรับพวง, ดนตรีไทย, ต้นขา, ทำนอง, ท่วงทำนอง, ฝ่ามือ, มือขวา","กวางทอง, จับระบำ, ดนตรีพื้นบ้าน, ตารี, เครื่องดนตรีพื้นบ้าน, เครื่องดนตรีพื้นเมือง, เครื่องแบบ, เพลงไทย",
ระบำกฤดาภินิหาร,ระบำกฤดาภินิหาร,15,9,9,6,0,"กรมศิลปากร, การรบ, การสอน, ขับร้อง, จับระบำ, นางฟ้า, บทร้อง, ยมะ, รจนา, ศุภลักษณ์, สากล, อาสา, อาหาร, เกียรติศักดิ์ไทย, เทวดา","กรมศิลปากร, การสอน, นางฟ้า, บทร้อง, ยมะ, ศุภลักษณ์, สากล, เกียรติศักดิ์ไทย, เทวดา","กรมศิลปากร, การสอน, นางฟ้า, บทร้อง, ยมะ, ศุภลักษณ์, สากล, เกียรติศักดิ์ไทย, เทวดา","การรบ, ขับร้อง, จับระบำ, รจนา, อาสา, อาหาร",
ระบำกินรีร่อน,ระบำกินรีร่อน,15,5,5,10,0,"กวางทอง, กะลา, กินรี, จับระบำ, ทำนอง, ท่วงทำนอง, นางกินรี, พลลิง, มโนราห์, สระอโนดาต, เขาไกรลาส, เขาไกลลาศ, เพลงกลม, เพลงไทย, เล่นน้ำ","กินรี, ทำนอง, ท่วงทำนอง, สระอโนดาต, เขาไกรลาส","กินรี, ทำนอง, ท่วงทำนอง, สระอโนดาต, เขาไกรลาส","กวางทอง, กะลา, จับระบำ, นางกินรี, พลลิง, มโนราห์, เขาไกลลาศ, เพลงกลม, เพลงไทย, เล่นน้ำ",
ระบำฉิ่ง,ระบำฉิ่ง,13,4,4,9,0,"กวางทอง, จับระบำ, ดนตรีพื้นบ้าน, ดนตรีไทย, ตารี, ทำนอง, ท่วงทำนอง, รัวฉิ่ง, องคต, เครื่องดนตรีพื้นบ้าน, เครื่องดนตรีพื้นเมือง, เครื่องแบบ, เพลงไทย","ดนตรีไทย, ทำนอง, ท่วงทำนอง, รัวฉิ่ง","ดนตรีไทย, ทำนอง, ท่วงทำนอง, รัวฉิ่ง","กวางทอง, จับระบำ, ดนตรีพื้นบ้าน, ตารี, องคต, เครื่องดนตรีพื้นบ้าน, เครื่องดนตรีพื้นเมือง, เครื่องแบบ, เพลงไทย",
ระบำชาวนา,ระบำชาวนา,13,3,3,10,0,"กสิกรรม, การรบ, การโปรย, การไถ, จับระบำ, ชาวนา, ชาวพื้นเมือง, ชาวเขา, ผู้แสดงฝ่ายชาย, ผู้แสดงฝ่ายหญิง, รำเดี่ยว, วานร, สะล้อ","กสิกรรม, การไถ, ชาวนา","กสิกรรม, การไถ, ชาวนา","การรบ, การโปรย, จับระบำ, ชาวพื้นเมือง, ชาวเขา, ผู้แสดงฝ่ายชาย, ผู้แสดงฝ่ายหญิง, รำเดี่ยว, วานร, สะล้อ",
ระบำชุดไทยพระราชนิยม,ระบำชุดไทยพระราชนิยม,15,12,12,3,0,"ฉลองพระองค์, บทร้อง, พระบรมราชชนนีพันปีหลวง, พระราชธิดา, พระราชพิธี, พระองค์, ยมะ, ไทยจักรพรรดิ์, ไทยจักรี, ไทยจิตรลดา, ไทยดุสิต, ไทยบรมพิมาน, ไทยศิวาลัย, ไทยอมรินทร์, ไทยเรือนต้น","ฉลองพระองค์, บทร้อง, พระบรมราชชนนีพันปีหลวง, พระองค์, ไทยจักรพรรดิ์, ไทยจักรี, ไทยจิตรลดา, ไทยดุสิต, ไทยบรมพิมาน, ไทยศิวาลัย, ไทยอมรินทร์, ไทยเรือนต้น","ฉลองพระองค์, บทร้อง, พระบรมราชชนนีพันปีหลวง, พระองค์, ไทยจักรพรรดิ์, ไทยจักรี, ไทยจิตรลดา, ไทยดุสิต, ไทยบรมพิมาน, ไทยศิวาลัย, ไทยอมรินทร์, ไทยเรือนต้น","พระราชธิดา, พระราชพิธี, ยมะ",
ระบำดาวดึงส์,ระบำดาวดึงส์,15,10,10,5,0,"จับระบำ, ดาวดึงส์, ทิพยวิมาน, พระจันทร์, พระศิวะ, พระอินทร์, ระบำมาตรฐาน, รำมาตรฐาน, ละครดึกดำบรรพ์, ละครนอก, สังข์ทอง, เครื่องแบบ, เทพธิดา, เทพบุตร, แต่งกายยืนเครื่องพระ","จับระบำ, ดาวดึงส์, ทิพยวิมาน, พระอินทร์, ระบำมาตรฐาน, ละครดึกดำบรรพ์, สังข์ทอง, เทพธิดา, เทพบุตร, แต่งกายยืนเครื่องพระ","จับระบำ, ดาวดึงส์, ทิพยวิมาน, พระอินทร์, ระบำมาตรฐาน, ละครดึกดำบรรพ์, สังข์ทอง, เทพธิดา, เทพบุตร, แต่งกายยืนเครื่องพระ","พระจันทร์, พระศิวะ, รำมาตรฐาน, ละครนอก, เครื่องแบบ",
ระบำตารีกีปัส,ระบำตารีกีปัส,15,5,5,10,0,"จับระบำ, ชาวพื้นเมือง, ดนตรีพื้นบ้าน, ดนตรีไทย, ตารี, ตารีกีปัส, ธงไทย, ภาคใต้, เกราะลอ, เครื่องดนตรีตะวันตก, เครื่องดนตรีพื้นบ้าน, เครื่องดนตรีพื้นเมือง, เครื่องประกอบจังหวะ, เครื่องประดับ, เพลงไทย","ตารี, ตารีกีปัส, เครื่องดนตรีตะวันตก, เครื่องดนตรีพื้นเมือง, เครื่องประกอบจังหวะ","ตารี, ตารีกีปัส, เครื่องดนตรีตะวันตก, เครื่องดนตรีพื้นเมือง, เครื่องประกอบจังหวะ","จับระบำ, ชาวพื้นเมือง, ดนตรีพื้นบ้าน, ดนตรีไทย, ธงไทย, ภาคใต้, เกราะลอ, เครื่องดนตรีพื้นบ้าน, เครื่องประดับ, เพลงไทย",
ระบำตารีบุหงา,ระบำตารีบุหงา,15,11,11,4,0,"ของที่ระลึก, งานแต่งงาน, จับระบำ, ชาวพื้นเมือง, ช่อดอกไม้, ดอกไม้, ตารี, ตารีบุหงา, บุหงา, พื้นบ้านภาคใต้, ภาคใต้, ภาษามลายู, มลายู, มุสลิม, เครื่องแบบ","ของที่ระลึก, งานแต่งงาน, ช่อดอกไม้, ดอกไม้, ตารี, ตารีบุหงา, บุหงา, พื้นบ้านภาคใต้, ภาษามลายู, มลายู, มุสลิม","ของที่ระลึก, งานแต่งงาน, ช่อดอกไม้, ดอกไม้, ตารี, ตารีบุหงา, บุหงา, พื้นบ้านภาคใต้, ภาษามลายู, มลายู, มุสลิม","จับระบำ, ชาวพื้นเมือง, ภาคใต้, เครื่องแบบ",
