word,cluster_label,stopword_type,reason
ออกศึก,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
พระแม่คงคา,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
พระสังข์,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
คำร้อง,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงแนวคิด/ความคิดเห็น
กำเริบ,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงแนวคิด/ความคิดเห็น
อิทธิพล,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ใช้เป็นหมวดหมู่
พญาขร,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
อีสาน,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
ไทยจีน,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
อุปกรณ์,3,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ใช้เป็นหมวดหมู่
รำคู่,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
การปั้น,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
ขับร้อง,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
ประจำปี,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
พี่น้อง,3,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำทั่วไป ใช้เป็นหมวดหมู่
น้องชาย,3,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำทั่วไป ใช้เป็นหมวดหมู่
ริมแม่น้ำ,1,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำทั่วไป ใช้เป็นหมวดหมู่
กลอุบาย,2,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำทั่วไป ใช้เป็นหมวดหมู่
ลักษณะ,0,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ใช้เป็นหมวดหมู่
จารีตประเพณี,1,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ใช้เป็นหมวดหมู่
สง่างาม,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงคุณค่า/ความคิดเห็น
เพลงชาวไทย,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
ความเป็นอยู่,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ใช้เป็นหมวดหมู่
คล่องแคล่ว,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงคุณค่า/ความคิดเห็น
การขับร้อง,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
ตารีกีปัส,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
ฟาดฟัน,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
ความสามัคคี,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
ความเป็นอยู่,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
งานประติมากรรม,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
เต้นสาก,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
เมืองชมพู,0,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
สถานที่,1,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
นวัตกรรม,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
ฟันปลา,2,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
สิ้นชีวิต,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงแนวคิด/ความรู้สึก
ลำเพลิน,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
ปราสาทพนมรุ้ง,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
วันวาน,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงแนวคิด/ความรู้สึก
การให้กำเนิด,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำทั่วไปในโดเมน ทำให้จำแนกต่ำ
แม่น้ำโขง,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำทั่วไปในโดเมน ทำให้จำแนกต่ำ
หน้าบัน,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำทั่วไปในโดเมน ทำให้จำแนกต่ำ
นางกินรี,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำทั่วไปในโดเมน ทำให้จำแนกต่ำ
กลุ่มชาติพันธุ์,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำทั่วไปในโดเมน ทำให้จำแนกต่ำ
สัจจะ,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำทั่วไปในโดเมน ทำให้จำแนกต่ำ
วิชา,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ใช้เป็นหมวดหมู่
พระสวามี,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ใช้เป็นหมวดหมู่
กลยุทธ,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ใช้เป็นหมวดหมู่
ไฟไหม้,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ใช้เป็นหมวดหมู่
ขี่ม้า,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ใช้เป็นหมวดหมู่
มีฤทธิ์,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ใช้เป็นหมวดหมู่
กรรมวิธี,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำทั่วไปในโดเมน ทำให้จำแนกต่ำ
ทอผ้า,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำทั่วไปในโดเมน ทำให้จำแนกต่ำ
การฟ้อนรำ,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำทั่วไปในโดเมน ทำให้จำแนกต่ำ
น้ำมันยาง,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำทั่วไปในโดเมน ทำให้จำแนกต่ำ
กลางคืน,0,คำที่มีความหมายกว้าง (Umbrella Terms),ใช้เป็นหมวดหมู่ทั่วไป
ธรรมชาติ,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้ได้หลายบริบท
ประเทศไทย,0,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้เป็นหมวดหมู่
ชาวภูไท,0,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้เป็นหมวดหมู่
ลาวเวียง,0,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้เป็นหมวดหมู่
หน่อไม้,0,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้เป็นหมวดหมู่
งดงาม,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงคุณค่า/ความคิดเห็น
การต่อสู้,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
ดนตรีไทย,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
การร่ายรำ,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
พระนิพนธ์,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
คำสั่ง,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
พละกำลัง,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
ความสุข,2,คำที่มีความหมายกว้าง (Umbrella Terms),แสดงความรู้สึก/คุณค่า
ข้างใน,2,คำที่มีความหมายกว้าง (Umbrella Terms),ใช้เป็นหมวดหมู่ทั่วไป
ความนิยม,0,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงความรู้สึก/คุณค่า
ป้องกันตัว,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
เพลงฟ้อนดวงดอกไม้,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
ละครเสภา,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
ผู้พบเห็น,3,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำทั่วไปที่ใช้เป็นหมวดหมู่
กิจกรรม,3,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ใช้เป็นหมวดหมู่
ความภาคภูมิใจ,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงความรู้สึก/คุณค่า
การดีด,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
จองถนน,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ใช้เป็นหมวดหมู่
รำมาตรฐาน,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
นิ้วเพชร,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
พิเภก,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
ไทยดุสิต,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
ตะเขิ่ง,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
ทหารเอก,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
ความสวยงาม,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงคุณค่า/ความคิดเห็น
เวลา,3,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ใช้เป็นหมวดหมู่
เครื่องแต่งกาย,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้ในหลายบริบท
ไทยทรงดำ,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะที่พบถี่มากจนไม่ช่วยจำแนก
เพลงมอญดูดาว,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะที่พบถี่มากจนไม่ช่วยจำแนก
บูชายัญ,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะที่พบถี่มากจนไม่ช่วยจำแนก
ข้าวเหนียว,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะที่พบถี่มากจนไม่ช่วยจำแนก
สระอโนดาต,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะที่พบถี่มากจนไม่ช่วยจำแนก
สุพรรณมัจฉา,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะที่พบถี่มากจนไม่ช่วยจำแนก
พัดเรนัง,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะที่พบถี่มากจนไม่ช่วยจำแนก
การนุ่งห่ม,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะที่พบถี่มากจนไม่ช่วยจำแนก
ขันดอก,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
พระมหากษัตริย์,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
กรุงรัตนโกสินทร์,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
ลำนำ,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
เพลงบูชานักรบ,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
เครื่องดนตรีพื้นเมือง,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
บุหงา,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
โดยรวม,1,คำที่มีความหมายกว้าง (Umbrella Terms),ใช้เป็นหมวดหมู่
ความพร้อมเพรียง,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงแนวคิด/คุณค่า
เพลงฝรั่งรำเท้า,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
ปูนปั้น,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
แม่ท่า,2,คำที่มีความหมายกว้าง (Umbrella Terms),ใช้เป็นหมวดหมู่
กาฬสินธุ์,2,คำที่มีความหมายกว้าง (Umbrella Terms),ใช้เป็นหมวดหมู่
นางฟ้า,2,คำที่มีความหมายกว้าง (Umbrella Terms),ใช้เป็นหมวดหมู่
รัวฉิ่ง,2,คำที่มีความหมายกว้าง (Umbrella Terms),ใช้เป็นหมวดหมู่
ผสมผสาน,2,คำที่มีความหมายกว้าง (Umbrella Terms),ใช้เป็นหมวดหมู่
ความคิดริเริ่ม,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงแนวคิด/คุณค่า
เพลงหน้าพาทย์,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
สากล,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
การจับปลา,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
พื้นบ้าน,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
ตามเพลง,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
เพลงฉิ่ง,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
พระเมรุ,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
สมบัติ,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
จัดทัพ,2,คำที่มีความหมายกว้าง (Umbrella Terms),ใช้เป็นหมวดหมู่ทั่วไป
หลงกล,2,คำที่มีความหมายกว้าง (Umbrella Terms),ใช้เป็นหมวดหมู่ทั่วไป
ไปมา,2,คำที่มีความหมายกว้าง (Umbrella Terms),ใช้เป็นหมวดหมู่ทั่วไป
ชุมพร,2,คำที่มีความหมายกว้าง (Umbrella Terms),ใช้เป็นหมวดหมู่ทั่วไป
พระเพื่อน,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
พลายชุมพล,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
วิถีชีวิต,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
ประชิดตัว,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
ทรงคุณค่า,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงคุณค่า/ความคิดเห็น
ความงดงาม,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงคุณค่า/ความคิดเห็น
เกษตรกรรม,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
ความสง่างาม,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงคุณค่า/ความคิดเห็น
กตัญญู,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ใช้เป็นหมวดหมู่
การไถ,3,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ใช้เป็นหมวดหมู่
หนังใหญ่,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
ที่รวม,0,คำที่มีความหมายกว้าง (Umbrella Terms),ใช้เป็นหมวดหมู่
ความห่วงใย,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงความรู้สึก/คุณค่า
บันเทิงใจ,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงความรู้สึก/คุณค่า
ดอกไม้,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำทั่วไปในโดเมน ทำให้จำแนกต่ำ
รัชกาล,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำทั่วไปในโดเมน ทำให้จำแนกต่ำ
พรหมาสตร์,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำทั่วไปในโดเมน ทำให้จำแนกต่ำ
สีน้ำเงิน,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำทั่วไปในโดเมน ทำให้จำแนกต่ำ
ทางธรรมชาติ,2,คำที่มีความหมายกว้าง (Umbrella Terms),ใช้เป็นหมวดหมู่
ตอนนี้,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),ใช้ในหลายบริบท
การละเล่นพื้นเมือง,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำทั่วไปในโดเมน ทำให้จำแนกต่ำ
นางสวาหะ,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำทั่วไปในโดเมน ทำให้จำแนกต่ำ
อุปราช,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำทั่วไปในโดเมน ทำให้จำแนกต่ำ
เดินทาง,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำทั่วไปในโดเมน ทำให้จำแนกต่ำ
ลายเส้น,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำทั่วไปในโดเมน ทำให้จำแนกต่ำ
นาฏศิลป์,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำทั่วไปในโดเมน ทำให้จำแนกต่ำ
นาฏศิลป์อินเดีย,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำทั่วไปในโดเมน ทำให้จำแนกต่ำ
ดอกไม้เงิน,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำทั่วไปในโดเมน ทำให้จำแนกต่ำ
ภาคเหนือ,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำทั่วไปในโดเมน ทำให้จำแนกต่ำ
เพลงคืนเดือนหงาย,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำทั่วไปในโดเมน ทำให้จำแนกต่ำ
ฤดูฝน,0,คำที่มีความหมายกว้าง (Umbrella Terms),ใช้เป็นหมวดหมู่ทั่วไป
เทพนิยาย,0,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ไม่ชี้เฉพาะเจาะจง
พวงมาลัย,0,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ไม่ชี้เฉพาะเจาะจง
ผู้ครองนคร,0,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ไม่ชี้เฉพาะเจาะจง
การเก็บใบชา,0,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ไม่ชี้เฉพาะเจาะจง
ภาพจำหลัก,0,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ไม่ชี้เฉพาะเจาะจง
เอกลักษณ์,1,คำที่มีความหมายกว้าง (Umbrella Terms),ใช้เป็นหมวดหมู่ทั่วไป
รักสนุก,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงความรู้สึก/คุณค่า
โดดเด่น,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงคุณค่า/ความคิดเห็น
เขาไกลลาศ,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำทั่วไปในบริบท
ไพร่พล,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำทั่วไปในบริบท
โอรส,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ไม่ชี้เฉพาะเจาะจง
ไทยอมรินทร์,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ไม่ชี้เฉพาะเจาะจง
กาญจนบุรี,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ไม่ชี้เฉพาะเจาะจง
ที่นั่ง,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ไม่ชี้เฉพาะเจาะจง
อารยธรรม,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ไม่ชี้เฉพาะเจาะจง
เล่นน้ำ,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำทั่วไปในบริบท
กิจวัตร,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำทั่วไปในบริบท
ฤดูกาล,3,คำที่มีความหมายกว้าง (Umbrella Terms),ใช้เป็นหมวดหมู่ทั่วไป
ความเชื่อ,0,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงแนวคิด/ความเชื่อ
ความรื่นเริง,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงความรู้สึก/คุณค่า
กิจการงาน,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำทั่วไปในบริบท
รจนา,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำทั่วไปในบริบท
นิลพาหุ,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำทั่วไปในบริบท
วังหน้า,2,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
ประเพณี,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
มีความหมาย,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงแนวคิด/ความรู้สึก
เดินอากาศ,1,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำทั่วไปในบริบท
หน้าที่,3,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำทั่วไปในบริบท
ขั้นพื้นฐาน,1,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำทั่วไปในบริบท
หาทาง,3,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำทั่วไปในบริบท
ภาคใต้,3,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำทั่วไปในบริบท
กรมศิลปากร,3,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำทั่วไปในบริบท
ความกตัญญู,3,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำทั่วไปในบริบท
ศิลปะการแสดง,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
