word,cluster_label,stopword_type,reason
เครื่องประดับ,0,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำซ้ำซ้อน
ชาติพันธุ์,1,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปในโดเมน
พระคุณ,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำเชิงประเมินค่า
การร้อง,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะโดเมนที่พบบ่อย
โคมเวียน,1,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำซ้ำซ้อน
กระบวน,1,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำซ้ำซ้อน
เพลงหญิงไทยใจงาม,1,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำซ้ำซ้อน
กิริยาอาการ,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปในโดเมน
การดำเนินชีวิต,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปในโดเมน
บัญชา,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำเชิงประเมินค่า
ผู้แสดง,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะโดเมนที่พบบ่อย
เสนียดจัญไร,2,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำซ้ำซ้อน
ชั้นใน,3,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำซ้ำซ้อน
ค้าขาย,3,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปในโดเมน
ช่อดอกไม้,3,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปในโดเมน
ความร่มเย็น,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำเชิงประเมินค่า
รับใช้,3,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำซ้ำซ้อน
ศูรปนขา,3,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำซ้ำซ้อน
ร่างกาย,0,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ใช้ได้หลายบริบท
ความงาม,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงคุณค่า/ความคิดเห็น
นาฏศิลป์พื้นบ้าน,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
จนตาย,0,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),ความหมายซ้ำกับ `ตาย`
ผู้แสดงฝ่ายชาย,3,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),ความหมายซ้ำกับ `ผู้แสดง`
การประกอบอาชีพ,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ใช้ได้หลายบริบท
ร่มเย็น,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงคุณค่า/ความคิดเห็น
ขบวนแห่,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
ประกอบอาชีพ,3,คำซ้ำซ้อน หรือ คำพ้องความความหมาย (Redundant or Synonym),ความหมายซ้ำกับ `การประกอบอาชีพ`
การร่อนแร่,3,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ใช้ได้หลายบริบท
เบิกโรง,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงคุณค่า/ความคิดเห็น
การร่อนแร่,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
ดำรงตำแหน่ง,0,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้ได้หลายบริบท
ขั้นตอน,0,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้ได้หลายบริบท
ความชำนาญ,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงคุณค่า/ความคิดเห็น
อันหนึ่งอันเดียว,0,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงความคิดเห็น/คุณค่า
พระพาย,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ตัวละครที่พบบ่อยในนาฏศิลป์
ดินดาล,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ตัวละครที่พบบ่อยในนาฏศิลป์
คู่ใจ,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำที่พบบ่อยในบริบทนาฏศิลป์
การุณราช,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ตัวละครที่พบบ่อยในนาฏศิลป์
ท้าวสัทธาสูร,0,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำพ้องความหมายกับตัวละครอื่น ๆ
เบญกาย,0,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำพ้องความหมายกับตัวละครอื่น ๆ
แสงจันทร์,0,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำพ้องความหมายกับคำอื่น ๆ ที่ใช้ในบริบทเดียวกัน
ประชากร,1,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้ได้หลายบริบท
จับระบำ,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำเชิงประเมินค่า
พลวานร,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ตัวละครที่พบบ่อยในนาฏศิลป์
บุปเพสันนิวาส,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำที่พบบ่อยในบริบทนาฏศิลป์
อินทรชิต,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ตัวละครที่พบบ่อยในนาฏศิลป์
บรรพต,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ตัวละครที่พบบ่อยในนาฏศิลป์
จับระบำ,1,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำพ้องความหมายกับคำอื่น ๆ ที่ใช้ในบริบทเดียวกัน
ร้ายกาจ,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้ได้หลายบริบท
พระราม,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ตัวละครที่พบบ่อยในนาฏศิลป์
ร้ายกาจ,2,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำพ้องความหมายกับคำอื่น ๆ ที่ใช้ในบริบทเดียวกัน
ทำนองเพลง,3,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้ได้หลายบริบท
ประทับ,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำเชิงประเมินค่า
ธิเบศร์,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำเชิงประเมินค่า
เพลงเร็ว,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำที่พบบ่อยในบริบทดนตรี
เครื่องดนตรี,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำที่พบบ่อยในบริบทดนตรี
ขนเพชร,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำที่พบบ่อยในบริบทนาฏศิลป์
ทำนองเพลง,3,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำพ้องความหมายกับคำอื่น ๆ ที่ใช้ในบริบทเดียวกัน
ธิเบศร์,3,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำพ้องความหมายกับคำอื่น ๆ ที่ใช้ในบริบทเดียวกัน
ภูมิภาค,0,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้เป็นหมวดหมู่
โบราณ,0,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้เป็นหมวดหมู่
ชาวไทย,0,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้เป็นหมวดหมู่
ความเพลิดเพลิน,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงความรู้สึก/คุณค่า
เจ้าเซ็น,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะโดเมนที่พบบ่อย
ภาชนะดินเผา,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะโดเมนที่พบบ่อย
ไม้สั้น,0,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำที่มีความหมายซ้ำซ้อน
แม่ฮ่องสอน,1,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้เป็นหมวดหมู่
วิรุญมุข,1,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้เป็นหมวดหมู่
แหล่งน้ำ,1,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้เป็นหมวดหมู่
ความตาย,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงความรู้สึก/คุณค่า
ยุติธรรม,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงความรู้สึก/คุณค่า
ปัดเป่า,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะโดเมนที่พบบ่อย
ศุภลักษณ์,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะโดเมนที่พบบ่อย
วิรุญมุข,1,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำที่มีความหมายซ้ำซ้อน
ท่าทาง,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้เป็นหมวดหมู่
ต้นขา,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้เป็นหมวดหมู่
ไทยจักรี,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงความรู้สึก/คุณค่า
หมากกั๊บแก๊บ,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะโดเมนที่พบบ่อย
เพลงชำนาญ,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะโดเมนที่พบบ่อย
ทับทิม,0,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำที่มีความหมายซ้ำซ้อน
กระบวนการ,3,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้เป็นหมวดหมู่
ขอความช่วยเหลือ,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงความรู้สึก/คุณค่า
สังคีตศิลป์,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะโดเมนที่พบบ่อย
ข้าหลวง,3,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำที่มีความหมายซ้ำซ้อน
สะเดาะ,3,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำที่มีความหมายซ้ำซ้อน
ลักษณะพิเศษ,0,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ไม่ชี้เฉพาะเจาะจง
ความจงรักภักดี,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงความรู้สึก/คุณค่า
พระแพง,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะโดเมนที่พบบ่อย
คืนหนึ่ง,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะโดเมนที่พบบ่อย
ชาวเหนือ,0,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),-
มาจาก,1,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ไม่ชี้เฉพาะเจาะจง
กีฬา,1,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ไม่ชี้เฉพาะเจาะจง
พระคเณศ,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะโดเมนที่พบบ่อย
พระเอก,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะโดเมนที่พบบ่อย
พญาทูษณ์,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะโดเมนที่พบบ่อย
รับสั่ง,1,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),-
โอกาส,3,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ไม่ชี้เฉพาะเจาะจง
เอาชนะ,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงความรู้สึก/คุณค่า
ธงไทย,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะโดเมนที่พบบ่อย
กิริยาท่าทาง,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะโดเมนที่พบบ่อย
ธัญญาหาร,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะโดเมนที่พบบ่อย
มรดกวัฒนธรรม,3,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำพ้องความหมายกับ `วัฒนธรรม`
เทพธิดา,2,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำพ้องความหมายกับ `เทพ`
ยูเนสโก,2,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),-
อินเดีย,3,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ไม่ชี้เฉพาะเจาะจง
พืชพรรณ,3,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ไม่ชี้เฉพาะเจาะจง
สากตำข้าว,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำเชิงประเมินค่า
ทำนอง,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำเชงประเมินค่า
นางโรย,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะโดเมนที่พบบ่อย
ละครพันทาง,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะโดเมนที่พบบ่อย
พืชพรรณ,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะโดเมนที่พบบ่อย
พบปะ,3,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำพ้องความหมายกับ `พบ`
การหลอมรวม,1,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำพ้องความหมายกับ `รวม`
อุปกรณ์,3,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ใช้ได้หลายบริบท
ผู้มีพระคุณ,0,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงคุณค่า/ความคิดเห็น
ละครนอก,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
เครื่องดนตรีพื้นบ้าน,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
ออกศึก,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
พระแม่คงคา,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
พระสังข์,0,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำพ้องความหมายกับ `เครื่องดนตรีพื้นบ้าน`
คำร้อง,1,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ใช้ได้หลายบริบท
กำเริบ,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงแนวคิด/ความคิดเห็น
เพลงยอดชายใจหาญ,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
บริวาร,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
กุณฑล,1,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำพ้องความหมายกับ `เครื่องดนตรีพื้นบ้าน`
อิทธิพล,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ใช้ได้หลายบริบท
สัญลักษณ์,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงแนวคิด/ความคิดเห็น
พญาขร,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
อีสาน,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
พระอุมา,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
กลอุบาย,2,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำพ้องความหมายกับ `กำเริบ`
สมัยโบราณ,3,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ใช้ได้หลายบริบท
พี่น้อง,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงความสัมพันธ์/ความคิดเห็น
ประจำปี,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงความคิดเห็น/ความบ่อยครั้ง
รำคู่,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
ไทยศิวาลัย,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
การปั้น,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
ไทยจีน,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
ปัตตานี,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
ขับร้อง,3,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำพ้องความหมายกับ `คำร้อง`
น้องชาย,3,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำพ้องความหมายกับ `พี่น้อง`
กระทบไม้,3,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำพ้องความหมายกับ `เครื่องดนตรีพื้นบ้าน`
ลักษณะ,0,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้เป็นหมวดหมู่
ความสามัคคี,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงแนวคิด/ความคิดเห็น
ทัพหน้า,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเทคนิคในโดเมนที่พบบ่อย
การตีกลอง,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเทคนิคในโดเมนที่พบบ่อย
ย่านาง,0,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำพ้องความหมายกับ `นางรื่น`
งานประติมากรรม,3,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้เป็นหมวดหมู่
สง่างาม,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงคุณค่า/ความคิดเห็น
หล่อหลอม,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงแนวคิด/ความคิดเห็น
สวัสดิมงคล,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงคุณค่า/ความคิดเห็น
เพลงชาวไทย,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเทคนิคในโดเมนที่พบบ่อย
นางรื่น,1,คำซ้ำซ้อน หรือ คำพ้องความความหมาย (Redundant or Synonym),คำพ้องความหมายกับ `ย่านาง`
ความเป็นอยู่,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงแนวคิด/ความคิดเห็น
การขับร้อง,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเทคนิคในโดเมนที่พบบ่อย
ฟาดฟัน,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเทคนิคในโดเมนที่พบบ่อย
นางรื่น,1,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำพ้องความหมายกับ `ย่านาง`
วัตถุประสงค์,3,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้เป็นหมวดหมู่
งานประติมากรรม,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเทคนิคในโดเมนที่พบบ่อย
เต้นสาก,3,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำพ้องความหมายกับ `การตีกลอง`
สถานที่,1,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ใช้ได้หลายบริบท
ความศรัทธา,0,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงความเชื่อ
สิ้นชีพ,0,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงความรู้สึก/คุณค่า
พิธีทางศาสนา,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
การดำรงชีวิต,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
ประกาศ,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
สิ้นชีวิต,2,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),ความหมายซ้ำกับ `สิ้นชีพ`
รังควาญ,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
นวัตกรรม,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
กลับบ้าน,1,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),ความหมายซ้ำกับ `บ้าน`
ระยะเวลา,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ใช้ได้หลายบริบท
สิ้นชีวิต,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ใช้ได้หลายบริญธ
ลำเพลิน,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงความรู้สึก/คุณค่า
ฟันปลา,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
พื้นที่,1,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ใช้ได้หลายบริญธ
มหรสพ,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงความรู้สึก/คุณค่า
วันวาน,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
ล้านนา,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
อวตาร,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
ตารี,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
กองไฟ,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
เพลงลาวคำหอม,3,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),ความหมายซ้ำกับ `เพลง`
การรบ,0,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้ได้หลายบริบท
ร่ายรำ,0,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้ได้หลายบริบท
ออกรบ,0,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้ได้หลายบริบท
สัจจะ,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงแนวคิด/ความเชื่อ
พลลิง,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะโดเมนที่พบบ่อย
กองทัพ,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะโดเมนที่พบบ่อย
วานรินทร์,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะโดเมนที่พบบ่อย
ฉลองพระองค์,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะโดเมนที่พบบ่อย
การให้กำเนิด,1,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำพ้องความหมายกับ `การเกิด`
ประกอบการ,0,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำพ้องความหมายกับ `การดำเนินการ`
การให้กำเนิด,1,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้ได้หลายบริบท
การให้กำเนิด,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะโดเมนที่พบบ่อย
แม่น้ำโขง,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะโดเมนที่พบบ่อย
