word,cluster_label,stopword_type,reason
หล่อเลี้ยง,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำเชิงเปรียบเทียบแสดงแนวคิดนามธรรม
มหรสพ,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมนการแสดงที่พบบ่อยมาก
ระยะเวลา,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้ระบุช่วงเวลา ไม่ชี้เฉพาะเจาะจง
ประกอบการ,0,คำที่มีความหมายกว้าง (Umbrella Terms),คำกริยาทั่วไปที่มีความหมายกว้าง ไม่ชี้เฉพาะเจาะจง
ร่ายรำ,0,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),มีความหมายซ้ำซ้อนกับคำพื้นฐานในโดเมนนาฏศิลป์
การให้กำเนิด,1,คำที่มีความหมายกว้าง (Umbrella Terms),คำนามทั่วไปที่ใช้ในหลายบริบท มีน้ำหนักเชิงความหมายต่ำ
สัจจะ,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำเชิงนามธรรมแสดงคุณค่าและความเชื่อ
กตเวที,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำเชิงนามธรรมแสดงคุณธรรม/คุณค่า
ความหมาย,3,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้เป็นหมวดหมู่ มีความหมายกว้างเกินไป
การฟ้อนรำ,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมนที่พบถี่มากจนไม่ช่วยจำแนก
วิชา,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้เป็นหมวดหมู่กว้างๆ
กลยุทธ,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้ได้ในหลายบริบท
กรรมวิธี,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้แสดงขั้นตอน ไม่ชี้เฉพาะเจาะจง
จังหวะ,0,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้ได้ในหลายบริบททางดนตรีและกิจกรรม
ว่าการ,0,คำที่มีความหมายกว้าง (Umbrella Terms),คำกริยาทั่วไปเชิงบริหารจัดการ
ประเทศไทย,0,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไปเชิงภูมิศาสตร์ที่กว้างเกินไป
ความนิยม,0,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงค่าความรู้สึกหรือระดับการยอมรับเชิงนามธรรม
คำสั่ง,1,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปเชิงการจัดการ ไม่ชี้เฉพาะเจาะจง
งดงาม,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงคุณค่าและความคิดเห็นเชิงความงาม
พละกำลัง,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แนวคิดเชิงนามธรรมเกี่ยวกับความแข็งแกร่ง
การร่ายรำ,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมนนาฏศิลป์ที่พบได้ทั่วไป
ผู้พบเห็น,3,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้เรียกบุคคลในเหตุการณ์ใดๆ
ข้างใน,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำระบุตำแหน่งทั่วไปที่มีน้ำหนักความหมายต่ำ
ความสุข,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงสภาวะทางอารมณ์เชิงนามธรรม
ธรรมชาติ,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แนวคิดกว้างๆ เชิงนามธรรม
เลียนแบบ,2,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),มีความหมายซ้ำซ้อนกับบริบทการจำลองหรือการแสดงในบางมิติ
บิดา,0,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปแสดงความสัมพันธ์ในครอบครัว
ประวัติศาสตร์,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานที่ครอบคลุมเนื้อหาในโดเมนกว้างเกินไป
วัตถุดิบ,1,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้ได้ในหลายบริบท
ความภาคภูมิใจ,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงความรู้สึกและคุณค่าเชิงนามธรรม
กิจกรรม,3,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้เรียกการกระทำ ไม่ชี้เฉพาะเจาะจง
ตะวันตก,3,คำที่มีความหมายกว้าง (Umbrella Terms),คำระบุทิศทางหรือภูมิภาคในระดับกว้าง
เรื่องใหญ่,3,คำที่มีความหมายกว้าง (Umbrella Terms),คำขยายเชิงปริมาณ/ความสำคัญที่กว้างเกินไป
ดนตรี,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมนที่พบบ่อยเกินไป
การขับ,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำกริยาพื้นฐานในบริบทศิลปะที่กว้างเกินไป
ชื่อเรื่อง,1,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไปที่ใช้ระบุหมวดหมู่ข้อมูล
ตัวจริง,1,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ขาดความเฉพาะเจาะจงเชิงเนื้อหา
ความร้อน,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำเชิงนามธรรมทั่วไป
ความสวยงาม,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำเชิงประเมินค่า/ความคิดเห็น
เวลา,3,คำที่มีความหมายกว้าง (Umbrella Terms),คำนามทั่วไปที่ใช้ในทุกบริบท
เครื่องแต่งกาย,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมนที่ครอบคลุมกว้างเกินไป
โดยรวม,1,คำที่มีความหมายกว้าง (Umbrella Terms),คำขยายทั่วไป มีน้ำหนักความหมายต่ำ
ความพร้อมเพรียง,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำเชิงนามธรรมแสดงคุณลักษณะ
พื้นบ้าน,3,คำที่มีความหมายกว้าง (Umbrella Terms),คำขยายหมวดหมู่ทั่วไป
ความคิดริเริ่ม,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำเชิงนามธรรมแสดงแนวคิด
ผสมผสาน,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำกริยาทั่วไปที่ใช้ได้หลายบริบท
ตำรา,0,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้เรียกหมวดหมู่เอกสาร
ศรัทธา,0,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงความเชื่อและความรู้สึกเชิงนามธรรม
การออกไป,0,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำกริยาทั่วไปที่มีความหมายกว้างและซ้ำซ้อนในบริบทการเคลื่อนที่
สมบัติ,1,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำนามทั่วไปที่มีความหมายกว้างซ้ำซ้อนกับมรดกหรือวัตถุ
กลางอากาศ,3,คำที่มีความหมายกว้าง (Umbrella Terms),คำระบุตำแหน่งทั่วไปที่กว้างเกินไป
ทรงคุณค่า,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำเชิงประเมินค่า/คุณค่าทางจิตใจ
ความงดงาม,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำนามธรรมแสดงความคิดเห็นเชิงสุนทรียะ
ให้การ,3,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำกริยาทั่วไปที่มีความหมายกว้างซ้ำซ้อน
วิถีชีวิต,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำกว้างที่ครอบคลุมหลายบริบทเกินไป
ความทรงจำ,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำนามธรรมแสดงสภาวะทางจิตใจ
ไปมา,2,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำกริยาแสดงการเคลื่อนที่ทั่วไปที่ไม่มีน้ำหนักเชิงความหมายเฉพาะ
หลงกล,2,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำกริยาทั่วไปที่ใช้ในบริบทการดำเนินเรื่องแต่กว้างเกินไป
การเคลื่อนไหว,0,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้บรรยายลักษณะทางกายภาพ กว้างเกินไป
สีแดง,1,คำที่มีความหมายกว้าง (Umbrella Terms),คำระบุลักษณะสีทั่วไป ไม่ชี้เฉพาะเจาะจง
ความสง่างาม,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำเชิงประเมินค่า/นามธรรม แสดงคุณค่าความงาม
ปกป้อง,3,คำที่มีความหมายกว้าง (Umbrella Terms),คำกริยาทั่วไปที่มีความหมายกว้าง
ท้องทะเล,3,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),ซ้ำซ้อนเชิงความหมายกับคำว่า `ทะเล` ในคลัสเตอร์เดียวกัน
กตัญญู,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำเชิงนามธรรม แสดงคุณค่าทางศีลธรรม
รำลึก,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำเชิงนามธรรม แสดงความรู้สึกหรือความคิด
ที่รวม,0,คำที่มีความหมายกว้าง (Umbrella Terms),คำเชื่อมโยงทั่วไป ขาดความเฉพาะเจาะจง
วิธี,0,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้เป็นหมวดหมู่ขั้นตอน
ความห่วงใย,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงสภาวะทางอารมณ์และความรู้สึก
บันเทิงใจ,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงความรู้สึกหรือคุณค่าทางจิตใจ
ผูกพัน,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงแนวคิดเชิงนามธรรมด้านความสัมพันธ์
นาฏศิลป์,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำหลักของโดเมนที่พบบ่อยเกินไปจนไม่ช่วยจำแนก
ตอนนี้,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำระบุเวลาทั่วไป ขาดความเฉพาะเจาะจงเชิงเนื้อหา
บรรดา,0,คำที่มีความหมายกว้าง (Umbrella Terms),คำบอกปริมาณทั่วไป ไม่ระบุเจาะจง
ที่รัก,0,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำแสดงความรู้สึก/ความสัมพันธ์เชิงนามธรรม
รักสนุก,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำบรรยายลักษณะนิสัย/อารมณ์เชิงนามธรรม
เอกลักษณ์,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำเชิงนามธรรมที่ใช้ทั่วไปในหลายบริบท
ฤดูกาล,3,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้เป็นหมวดหมู่เวลา
ร่วมใน,3,คำที่มีความหมายกว้าง (Umbrella Terms),คำกริยาเชื่อมทั่วไปที่มีความหมายกว้าง
ที่นั่ง,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำนามทั่วไปเกี่ยวกับสถานที่/สิ่งของ
โดดเด่น,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำเชิงประเมินค่า/ความคิดเห็น
อารยธรรม,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำเชิงนามธรรมที่มีขอบเขตกว้างมาก
สภาพอากาศ,0,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้ระบุสภาวะแวดล้อม ไม่ชี้เฉพาะเจาะจง
ความเชื่อ,0,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงแนวคิดและค่านิยมเชิงนามธรรม
กิจการงาน,0,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำนามธรรมกว้างๆ เกี่ยวกับการกระทำ
ประเพณี,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมนวัฒนธรรมที่พบบ่อยเกินไป
ขั้นพื้นฐาน,1,คำที่มีความหมายกว้าง (Umbrella Terms),คำขยายทั่วไปที่ใช้ระบุระดับหรือลำดับ
ความรื่นเริง,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงความรู้สึกหรือบรรยากาศเชิงคุณค่า
บรรยากาศ,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำนามธรรมแสดงสภาพแวดล้อมโดยรวม
มีความหมาย,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำเชิงประเมินค่าที่กว้างเกินไป
หน้าที่,3,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้ระบุบทบาทในหลายบริบท
ภาคใต้,3,คำที่มีความหมายกว้าง (Umbrella Terms),คำระบุภูมิศาสตร์กว้างๆ
เปรียบเสมือน,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำเชื่อมเชิงเปรียบเทียบและนามธรรม
การยุติ,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำนามธรรมแสดงการสิ้นสุด
นึกถึง,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำกริยาแสดงกระบวนการทางความคิด
หาทาง,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำกริยาเชิงนามธรรมในการแก้ปัญหา
ความกตัญญู,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำแสดงคุณค่าทางจริยธรรมเชิงนามธรรม
สืบทอด,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำกริยาพื้นฐานที่พบบ่อยมากในบริบทวัฒนธรรม
อากัปกิริยา,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้เรียกการเคลื่อนไหว
ว่องไว,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำเชิงประเมินค่าลักษณะการแสดง
ต้นไม้,0,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไปที่ใช้ได้ในหลายบริบท ไม่ชี้เฉพาะเจาะจง
เป็นบ้า,0,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำแสดงสภาวะทางอารมณ์หรืออาการเชิงประเมิน
ศิลปะการแสดง,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานหลักของโดเมน มีความถี่สูงจนไม่ช่วยจำแนก
ผู้มาเยือน,1,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไปที่ใช้เรียกบุคคลในหลายบริบท
ความวิจิตร,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำเชิงประเมินค่าความงาม นามธรรมสูง
หลากหลาย,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำแสดงปริมาณหรือลักษณะที่กว้างเกินไป
พิธี,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานที่พบได้ทั่วไปในงานวัฒนธรรม
แบบอย่าง,3,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้เป็นมาตรฐานหรือหมวดหมู่
แรงบันดาลใจ,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แนวคิดเชิงนามธรรม แสดงที่มาของความคิด
โมโห,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำแสดงอารมณ์ความรู้สึก
พื้นฐาน,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้ระบุระดับหรือโครงสร้าง
พื้นผิว,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้ระบุลักษณะทางกายภาพ
ความสมบูรณ์,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำเชิงประเมินค่าหรือสภาวะเชิงนามธรรม
ความตระหนัก,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำนามธรรมแสดงสภาวะจิตใจ
สมควร,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำเชิงประเมินค่า/ความคิดเห็น
ความรัก,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำนามธรรมแสดงความรู้สึก
ความเรียบง่าย,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำนามธรรมแสดงคุณลักษณะเชิงคุณค่า
การอนุรักษ์,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานที่พบบ่อยมากในบริบทวัฒนธรรม
นาฏกรรม,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำกว้างในโดเมนที่ครอบคลุมการแสดงเกือบทั้งหมด
ที่อยู่,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้ระบุตำแหน่งสถานที่กว้างๆ
คนไทย,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำระบุกลุ่มบุคคลที่กว้างเกินไปในบริบทวัฒนธรรมไทย
ผู้ใช้,0,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้ระบุบุคคลในหลายบริบท
ขึ้นไป,0,คำที่มีความหมายกว้าง (Umbrella Terms),คำระบุทิศทางหรือปริมาณที่กว้างเกินไป
ไหล่เขา,0,คำที่มีความหมายกว้าง (Umbrella Terms),คำระบุลักษณะภูมิศาสตร์ทั่วไป
ทิศตะวันออก,0,คำที่มีความหมายกว้าง (Umbrella Terms),คำระบุทิศทางทั่วไป
ฤทธิ์เดช,0,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำนามธรรมแสดงคุณลักษณะเหนือธรรมชาติ
แต่งกาย,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในการอธิบายองค์ประกอบการแสดง
เป็นครั้งแรก,1,คำที่มีความหมายกว้าง (Umbrella Terms),คำระบุลำดับเวลาทั่วไป
สิ่งชั่วร้าย,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำนามธรรมเชิงคุณค่า
ความสำนึก,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำนามธรรมแสดงสภาวะจิตใจ
คุณค่า,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำเชิงประเมินค่าที่กว้างเกินไป
หมู่เกาะ,3,คำที่มีความหมายกว้าง (Umbrella Terms),คำระบุลักษณะภูมิศาสตร์ทั่วไป
เป็นต้นแบบ,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำเชิงประเมินค่าหรือสถานะ
ดินแดน,0,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไปที่ใช้ระบุสถานที่ในขอบเขตกว้าง
เรื่องราว,1,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้เรียกเนื้อหาหรือเหตุการณ์
มงคล,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงแนวคิดเชิงคุณค่าและความเชื่อ
ค่านิยม,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงแนวคิดเชิงนามธรรมทางสังคม
วิถี,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แนวคิดเชิงนามธรรมเกี่ยวกับรูปแบบการดำเนินชีวิต
การรำ,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมนนาฏศิลป์ที่มีความถี่สูง
ศิลปะ,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำนิยามหลักของโดเมนที่กว้างเกินกว่าจะใช้จำแนก
กลุ่มชน,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้เรียกกลุ่มบุคคลโดยไม่ระบุอัตลักษณ์
ศิลปกรรม,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำรวมของงานศิลปะในโดเมนที่กว้างเกินไป
